Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Bournemouth,0,0,2,8,14,13,39,61,89,84,109,110,115,79,68,79,48,48,24,10
Chelsea,86,143,172,199,137,117,59,40,22,13,7,2,2,1,0,0,0,0,0,0
Everton,3,8,14,41,49,79,115,137,138,94,83,56,51,38,29,21,21,10,9,4
Leicester,1,5,11,27,47,105,119,141,122,87,80,79,55,40,34,17,9,13,3,5
Man United,65,121,153,151,181,127,97,53,29,11,5,3,4,0,0,0,0,0,0,0
Norwich,0,0,0,1,2,4,8,23,31,54,58,74,80,93,93,105,108,107,84,75
Arsenal,295,292,173,96,66,42,22,11,3,0,0,0,0,0,0,0,0,0,0,0
Newcastle,0,0,0,0,1,2,7,16,26,53,52,60,69,83,110,99,111,91,130,90
Stoke,0,0,0,0,6,13,21,38,54,89,99,89,82,92,110,87,73,67,46,34
West Brom,0,0,0,0,0,1,1,10,23,25,40,46,63,83,78,107,119,126,148,130
Aston Villa,0,0,0,0,0,0,2,6,5,6,16,25,17,40,37,66,107,143,199,331
Southampton,10,13,54,71,104,128,164,142,95,80,42,31,23,16,10,3,5,5,4,0
Sunderland,0,0,0,0,0,1,2,1,8,20,31,36,66,56,79,87,113,146,161,193
Swansea,0,0,1,5,9,16,23,41,71,83,111,113,78,105,87,76,54,59,46,22
Tottenham,44,93,144,156,156,140,121,57,41,27,10,4,3,1,2,1,0,0,0,0
Watford,0,0,0,0,1,4,9,22,42,58,55,90,102,88,104,103,96,93,73,60
West Ham,0,0,1,3,10,19,39,64,79,101,106,89,94,90,68,79,70,40,28,20
Crystal Palace,0,1,1,1,10,14,40,64,85,90,79,85,91,91,91,69,66,51,45,26
Man City,457,229,157,78,38,18,18,3,1,1,0,0,0,0,0,0,0,0,0,0
Liverpool,39,95,117,163,169,157,94,70,36,24,17,8,5,4,0,1,0,1,0,0
