Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Bournemouth,0,2,4,9,8,33,59,91,120,128,163,154,140,149,111,106,89,64,46,24
Chelsea,142,212,278,260,220,166,97,50,39,17,7,6,5,0,1,0,0,0,0,0
Everton,7,7,23,42,99,141,181,199,205,160,103,88,66,49,47,36,16,18,8,5
Leicester,1,11,25,50,87,116,185,201,196,155,114,101,79,77,30,28,17,19,6,2
Man United,89,186,232,264,240,191,130,84,37,23,11,4,5,1,2,1,0,0,0,0
Norwich,0,0,0,0,4,7,19,25,39,67,96,116,123,119,168,161,177,136,148,95
Arsenal,432,409,261,184,104,61,25,18,4,1,1,0,0,0,0,0,0,0,0,0
Newcastle,0,0,0,1,3,4,12,29,42,65,92,108,108,137,125,142,163,170,165,134
Stoke,0,1,1,5,11,19,34,56,84,112,126,145,160,135,135,117,120,103,80,56
West Brom,0,0,0,0,0,1,5,13,28,35,70,70,97,119,119,173,167,188,223,192
Aston Villa,0,0,0,0,0,0,4,4,8,11,11,31,37,66,84,107,136,190,265,546
Southampton,9,24,52,88,136,217,238,218,182,125,84,47,35,18,11,5,8,3,0,0
Sunderland,0,0,0,0,0,0,4,9,15,35,53,54,80,87,135,134,174,209,245,266
Swansea,0,0,1,3,9,18,41,67,110,119,147,153,139,129,135,116,109,94,70,40
Tottenham,68,131,215,218,247,210,188,109,63,29,9,5,3,1,3,1,0,0,0,0
Watford,0,0,0,1,3,14,19,36,58,87,94,100,135,139,154,150,149,159,125,77
West Ham,0,1,3,7,9,24,63,108,113,154,125,155,147,137,121,114,85,61,48,25
Crystal Palace,0,1,2,4,12,26,37,83,105,141,165,153,137,128,118,106,89,84,71,38
Man City,677,394,195,114,60,34,20,3,0,1,2,0,0,0,0,0,0,0,0,0
Liverpool,75,121,208,250,248,218,139,97,52,35,27,10,4,9,1,3,1,2,0,0
