Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,OddH,OddD,OddA
2018-2019,Liga MX,25/02/2019,Santos Laguna,Toluca,4,0,H,,,,,,,,,,,,,,,2.02,3.25,3.69
2018-2019,Liga MX,02/03/2019,Club Tijuana,Atlas,3,1,H,,,,,,,,,,,,,,,1.7,3.68,4.66
2018-2019,Liga MX,02/03/2019,Monarcas,Club America,2,2,D,,,,,,,,,,,,,,,3.96,3.48,1.86
2018-2019,Liga MX,02/03/2019,Cruz Azul,Necaxa,2,1,H,,,,,,,,,,,,,,,1.76,3.48,4.54
2018-2019,Liga MX,03/03/2019,Club Leon,Santos Laguna,3,0,H,,,,,,,,,,,,,,,2.03,3.47,3.38
2018-2019,Liga MX,03/03/2019,U.A.N.L.- Tigres,Pachuca,3,0,H,,,,,,,,,,,,,,,1.55,4.06,5.4
2018-2019,Liga MX,03/03/2019,Guadalajara Chivas,Monterrey,0,2,A,,,,,,,,,,,,,,,2.86,3.15,2.44
2018-2019,Liga MX,03/03/2019,Toluca,Veracruz,3,1,H,,,,,,,,,,,,,,,1.37,4.5,8.02
2018-2019,Liga MX,03/03/2019,Lobos BUAP,U.N.A.M.- Pumas,2,1,H,,,,,,,,,,,,,,,3.14,3.25,2.23
2018-2019,Liga MX,05/03/2019,Puebla,Queretaro,1,0,H,,,,,,,,,,,,,,,2.13,3.21,3.38
2018-2019,Liga MX,06/03/2019,Club America,Necaxa,1,3,A,,,,,,,,,,,,,,,1.61,3.83,5.14
2018-2019,Liga MX,09/03/2019,Veracruz,Santos Laguna,2,2,D,,,,,,,,,,,,,,,4.41,3.41,1.8
2018-2019,Liga MX,09/03/2019,Atlas,Cruz Azul,0,2,A,,,,,,,,,,,,,,,3.1,2.94,2.41
2018-2019,Liga MX,09/03/2019,Pachuca,Club Tijuana,4,0,H,,,,,,,,,,,,,,,1.76,3.61,4.32
2018-2019,Liga MX,10/03/2019,Club America,Puebla,1,0,H,,,,,,,,,,,,,,,1.5,3.93,6.47
2018-2019,Liga MX,10/03/2019,Monterrey,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,2.29,3.13,3.12
2018-2019,Liga MX,10/03/2019,Necaxa,Toluca,1,1,D,,,,,,,,,,,,,,,2.44,3.16,2.86
2018-2019,Liga MX,10/03/2019,Queretaro,Guadalajara Chivas,0,0,D,,,,,,,,,,,,,,,3.11,3.14,2.29
2018-2019,Liga MX,10/03/2019,U.N.A.M.- Pumas,Monarcas,2,2,D,,,,,,,,,,,,,,,2.07,3.34,3.44
2018-2019,Liga MX,10/03/2019,Lobos BUAP,Club Leon,0,1,A,,,,,,,,,,,,,,,4.38,3.97,1.68
2018-2019,Liga MX,16/03/2019,Monarcas,Lobos BUAP,1,1,D,,,,,,,,,,,,,,,1.85,3.69,3.79
2018-2019,Liga MX,16/03/2019,Puebla,U.N.A.M.- Pumas,1,0,H,,,,,,,,,,,,,,,2.64,3.21,2.6
2018-2019,Liga MX,16/03/2019,Cruz Azul,Pachuca,4,1,H,,,,,,,,,,,,,,,2.11,3.22,3.43
2018-2019,Liga MX,17/03/2019,Guadalajara Chivas,Club America,0,2,A,,,,,,,,,,,,,,,2.93,3.02,2.47
2018-2019,Liga MX,17/03/2019,U.A.N.L.- Tigres,Queretaro,4,1,H,,,,,,,,,,,,,,,1.34,4.54,9.07
2018-2019,Liga MX,17/03/2019,Club Tijuana,Monterrey,1,0,H,,,,,,,,,,,,,,,3.08,3.17,2.29
2018-2019,Liga MX,17/03/2019,Toluca,Atlas,2,0,H,,,,,,,,,,,,,,,1.8,3.49,4.3
2018-2019,Liga MX,18/03/2019,Santos Laguna,Necaxa,1,2,A,,,,,,,,,,,,,,,1.99,3.46,3.52
2018-2019,Liga MX,18/03/2019,Club Leon,Veracruz,2,0,H,,,,,,,,,,,,,,,1.2,6.39,12.41
2018-2019,Liga MX,30/03/2019,Monarcas,Club Leon,2,3,A,,,,,,,,,,,,,,,3.66,3.5,1.94
2018-2019,Liga MX,30/03/2019,Atlas,Santos Laguna,1,0,H,,,,,,,,,,,,,,,2.83,3.31,2.39
2018-2019,Liga MX,30/03/2019,Queretaro,Club Tijuana,1,0,H,,,,,,,,,,,,,,,3.26,3.14,2.22
2018-2019,Liga MX,31/03/2019,Club America,U.A.N.L.- Tigres,3,0,H,,,,,,,,,,,,,,,2.31,3.16,3.09
2018-2019,Liga MX,31/03/2019,Pachuca,Toluca,3,2,H,,,,,,,,,,,,,,,2.18,3.36,3.16
2018-2019,Liga MX,31/03/2019,Monterrey,Cruz Azul,2,2,D,,,,,,,,,,,,,,,1.8,3.44,4.38
2018-2019,Liga MX,31/03/2019,Necaxa,Veracruz,2,0,H,,,,,,,,,,,,,,,1.41,4.5,7.01
2018-2019,Liga MX,31/03/2019,U.N.A.M.- Pumas,Guadalajara Chivas,2,1,H,,,,,,,,,,,,,,,2.27,3.19,3.12
2018-2019,Liga MX,31/03/2019,Lobos BUAP,Puebla,0,4,A,,,,,,,,,,,,,,,2.64,3.08,2.68
2018-2019,Liga MX,06/04/2019,Veracruz,Atlas,0,1,A,,,,,,,,,,,,,,,3.31,3.32,2.12
2018-2019,Liga MX,06/04/2019,Puebla,Monarcas,1,1,D,,,,,,,,,,,,,,,2.07,3.45,3.29
2018-2019,Liga MX,07/04/2019,Cruz Azul,Queretaro,3,0,H,,,,,,,,,,,,,,,1.48,3.99,6.63
2018-2019,Liga MX,07/04/2019,Club Leon,Necaxa,2,1,H,,,,,,,,,,,,,,,1.73,3.75,4.34
2018-2019,Liga MX,07/04/2019,U.A.N.L.- Tigres,U.N.A.M.- Pumas,2,0,H,,,,,,,,,,,,,,,1.36,4.77,7.79
2018-2019,Liga MX,07/04/2019,Guadalajara Chivas,Lobos BUAP,0,1,A,,,,,,,,,,,,,,,1.59,3.81,5.39
2018-2019,Liga MX,07/04/2019,Club Tijuana,Club America,3,2,H,,,,,,,,,,,,,,,2.61,3.15,2.66
2018-2019,Liga MX,07/04/2019,Toluca,Monterrey,5,1,H,,,,,,,,,,,,,,,2.53,3.33,2.63
2018-2019,Liga MX,08/04/2019,Santos Laguna,Pachuca,0,0,D,,,,,,,,,,,,,,,2.17,3.5,3.04
2018-2019,Liga MX,13/04/2019,Atlas,Necaxa,1,2,A,,,,,,,,,,,,,,,2.7,3.24,2.53
2018-2019,Liga MX,13/04/2019,Puebla,Club Leon,0,3,A,,,,,,,,,,,,,,,3.71,3.54,1.92
2018-2019,Liga MX,13/04/2019,Queretaro,Toluca,0,0,D,,,,,,,,,,,,,,,3.6,3.42,1.99
2018-2019,Liga MX,14/04/2019,Pachuca,Veracruz,9,2,H,,,,,,,,,,,,,,,1.28,5.51,9.08
2018-2019,Liga MX,14/04/2019,Monarcas,Guadalajara Chivas,1,0,H,,,,,,,,,,,,,,,2.66,3.13,2.64
2018-2019,Liga MX,14/04/2019,U.N.A.M.- Pumas,Club Tijuana,1,0,H,,,,,,,,,,,,,,,2.24,3.2,3.19
2018-2019,Liga MX,14/04/2019,Lobos BUAP,U.A.N.L.- Tigres,0,3,A,,,,,,,,,,,,,,,5.36,3.92,1.58
2018-2019,Liga MX,15/04/2019,Club America,Cruz Azul,0,0,D,,,,,,,,,,,,,,,2.06,3.1,3.73
2018-2019,Liga MX,15/04/2019,Monterrey,Santos Laguna,4,0,H,,,,,,,,,,,,,,,1.57,4.02,5.24
2018-2019,Liga MX,20/04/2019,Veracruz,Monterrey,0,1,A,,,,,,,,,,,,,,,5.62,4.14,1.52
2018-2019,Liga MX,20/04/2019,Club Tijuana,Lobos BUAP,1,2,A,,,,,,,,,,,,,,,1.47,4.26,6.29
2018-2019,Liga MX,20/04/2019,Necaxa,Pachuca,2,2,D,,,,,,,,,,,,,,,2.41,3.32,2.77
2018-2019,Liga MX,20/04/2019,Club Leon,Atlas,5,2,H,,,,,,,,,,,,,,,1.4,4.69,6.85
2018-2019,Liga MX,21/04/2019,Cruz Azul,U.N.A.M.- Pumas,2,1,H,,,,,,,,,,,,,,,1.56,3.95,5.42
2018-2019,Liga MX,21/04/2019,U.A.N.L.- Tigres,Monarcas,3,3,D,,,,,,,,,,,,,,,1.58,4.02,5.18
2018-2019,Liga MX,21/04/2019,Guadalajara Chivas,Puebla,1,3,A,,,,,,,,,,,,,,,1.88,3.39,4.02
2018-2019,Liga MX,21/04/2019,Toluca,Club America,3,2,H,,,,,,,,,,,,,,,2.69,3.28,2.5
2018-2019,Liga MX,22/04/2019,Santos Laguna,Queretaro,2,1,H,,,,,,,,,,,,,,,1.58,3.95,5.23
2018-2019,Liga MX,27/04/2019,Puebla,U.A.N.L.- Tigres,1,1,D,,,,,,,,,,,,,,,2.92,3.27,2.36
2018-2019,Liga MX,27/04/2019,Monarcas,Club Tijuana,1,4,A,,,,,,,,,,,,,,,2.59,3.29,2.6
2018-2019,Liga MX,27/04/2019,Pachuca,Atlas,1,0,H,,,,,,,,,,,,,,,1.46,4.4,6.15
2018-2019,Liga MX,28/04/2019,Club America,Santos Laguna,1,0,H,,,,,,,,,,,,,,,1.51,4.24,5.64
2018-2019,Liga MX,28/04/2019,Monterrey,Necaxa,2,2,D,,,,,,,,,,,,,,,2.69,3.34,2.48
2018-2019,Liga MX,28/04/2019,Guadalajara Chivas,Club Leon,2,1,H,,,,,,,,,,,,,,,3.5,3.49,1.98
2018-2019,Liga MX,28/04/2019,U.N.A.M.- Pumas,Toluca,2,2,D,,,,,,,,,,,,,,,3.11,3.5,2.13
2018-2019,Liga MX,28/04/2019,Lobos BUAP,Cruz Azul,1,4,A,,,,,,,,,,,,,,,4.59,3.61,1.73
2018-2019,Liga MX,29/04/2019,Queretaro,Veracruz,2,1,H,,,,,,,,,,,,,,,1.54,4.05,5.59
2018-2019,Liga MX,04/05/2019,Veracruz,Club America,0,2,A,,,,,,,,,,,,,,,8.69,5.04,1.32
2018-2019,Liga MX,04/05/2019,Cruz Azul,Monarcas,1,1,D,,,,,,,,,,,,,,,1.5,4.11,6.01
2018-2019,Liga MX,05/05/2019,Club Leon,Pachuca,2,1,H,,,,,,,,,,,,,,,1.92,3.57,3.66
2018-2019,Liga MX,05/05/2019,U.A.N.L.- Tigres,Guadalajara Chivas,2,1,H,,,,,,,,,,,,,,,1.72,3.77,4.41
2018-2019,Liga MX,05/05/2019,Necaxa,Queretaro,1,0,H,,,,,,,,,,,,,,,1.76,3.68,4.22
2018-2019,Liga MX,05/05/2019,Club Tijuana,Puebla,4,0,H,,,,,,,,,,,,,,,1.81,3.55,4.17
2018-2019,Liga MX,05/05/2019,Toluca,Lobos BUAP,4,0,H,,,,,,,,,,,,,,,1.54,4.08,5.57
2018-2019,Liga MX,05/05/2019,Atlas,Monterrey,2,0,H,,,,,,,,,,,,,,,2.69,3.27,2.5
2018-2019,Liga MX,06/05/2019,Santos Laguna,U.N.A.M.- Pumas,5,2,H,,,,,,,,,,,,,,,1.85,3.73,3.74
2019/2020,Liga MX,11/01/2020,Monarcas,Toluca,0,1,A,,,,,,,,,,,,,,,2,3.39,3.57
2019/2020,Liga MX,11/01/2020,Club Tijuana,Santos Laguna,2,1,H,,,,,,,,,,,,,,,2.76,3.45,2.36
2019/2020,Liga MX,11/01/2020,Cruz Azul,Atlas,1,2,A,,,,,,,,,,,,,,,1.6,3.74,5.48
2019/2020,Liga MX,12/01/2020,Club Leon,Queretaro,3,1,H,,,,,,,,,,,,,,,1.57,4.19,5.05
2019/2020,Liga MX,12/01/2020,Guadalajara Chivas,Juarez,2,0,H,,,,,,,,,,,,,,,1.67,3.62,4.99
2019/2020,Liga MX,12/01/2020,U.A.N.L.- Tigres,Atl. San Luis,0,0,D,,,,,,,,,,,,,,,1.55,3.92,5.53
2019/2020,Liga MX,12/01/2020,U.N.A.M.- Pumas,Pachuca,2,1,H,,,,,,,,,,,,,,,2.71,3.34,2.45
2019/2020,Liga MX,17/01/2020,Juarez,U.N.A.M.- Pumas,4,4,D,,,,,,,,,,,,,,,2.64,3.08,2.66
2019/2020,Liga MX,18/01/2020,Atl. San Luis,Cruz Azul,2,1,H,,,,,,,,,,,,,,,3,3.08,2.38
2019/2020,Liga MX,18/01/2020,Atlas,Puebla,0,1,A,,,,,,,,,,,,,,,1.96,3.3,3.78
2019/2020,Liga MX,18/01/2020,Monterrey,Monarcas,2,2,D,,,,,,,,,,,,,,,1.48,4.36,5.88
2019/2020,Liga MX,19/01/2020,Pachuca,Guadalajara Chivas,0,0,D,,,,,,,,,,,,,,,2.15,3.47,3.09
2019/2020,Liga MX,19/01/2020,Club America,U.A.N.L.- Tigres,1,0,H,,,,,,,,,,,,,,,2.26,3.19,3.1
2019/2020,Liga MX,19/01/2020,Toluca,Necaxa,2,3,A,,,,,,,,,,,,,,,2.12,3.42,3.2
2019/2020,Liga MX,19/01/2020,Queretaro,Club Tijuana,3,0,H,,,,,,,,,,,,,,,2.19,3.38,3.06
2019/2020,Liga MX,20/01/2020,Santos Laguna,Club Leon,3,2,H,,,,,,,,,,,,,,,2.13,3.62,3.01
2019/2020,Liga MX,25/01/2020,Puebla,Queretaro,0,1,A,,,,,,,,,,,,,,,2.68,3.29,2.48
2019/2020,Liga MX,25/01/2020,Club Tijuana,Club America,0,0,D,,,,,,,,,,,,,,,2.77,3.29,2.42
2019/2020,Liga MX,25/01/2020,Cruz Azul,Santos Laguna,3,0,H,,,,,,,,,,,,,,,2.26,3.34,2.97
2019/2020,Liga MX,26/01/2020,U.A.N.L.- Tigres,Atlas,2,1,H,,,,,,,,,,,,,,,1.6,3.74,5.46
2019/2020,Liga MX,26/01/2020,Club Leon,Pachuca,3,0,H,,,,,,,,,,,,,,,1.97,3.6,3.42
2019/2020,Liga MX,26/01/2020,Guadalajara Chivas,Toluca,2,2,D,,,,,,,,,,,,,,,1.82,3.48,4.2
2019/2020,Liga MX,26/01/2020,U.N.A.M.- Pumas,Monterrey,1,0,H,,,,,,,,,,,,,,,3.05,3.37,2.21
2019/2020,Liga MX,26/01/2020,Necaxa,Atl. San Luis,1,1,D,,,,,,,,,,,,,,,2.08,3.31,3.41
2019/2020,Liga MX,27/01/2020,Juarez,Monarcas,3,0,H,,,,,,,,,,,,,,,2.69,3.22,2.52
2019/2020,Liga MX,01/02/2020,Atl. San Luis,Guadalajara Chivas,2,2,D,,,,,,,,,,,,,,,2.43,3.09,2.91
2019/2020,Liga MX,01/02/2020,Atlas,Club Tijuana,2,1,H,,,,,,,,,,,,,,,2.49,3.1,2.82
2019/2020,Liga MX,01/02/2020,Monarcas,Club Leon,1,2,A,,,,,,,,,,,,,,,2.71,3.48,2.37
2019/2020,Liga MX,01/02/2020,Monterrey,Queretaro,1,2,A,,,,,,,,,,,,,,,1.47,4.31,5.99
2019/2020,Liga MX,01/02/2020,Necaxa,Puebla,2,0,H,,,,,,,,,,,,,,,1.82,3.55,4.09
2019/2020,Liga MX,02/02/2020,Pachuca,U.A.N.L.- Tigres,2,0,H,,,,,,,,,,,,,,,2.24,3.25,3.1
2019/2020,Liga MX,02/02/2020,Club America,Juarez,1,3,A,,,,,,,,,,,,,,,1.46,4.18,6.58
2019/2020,Liga MX,02/02/2020,Santos Laguna,U.N.A.M.- Pumas,1,1,D,,,,,,,,,,,,,,,1.75,3.7,4.27
2019/2020,Liga MX,02/02/2020,Toluca,Cruz Azul,3,3,D,,,,,,,,,,,,,,,2.98,3.19,2.33
2019/2020,Liga MX,05/02/2020,Puebla,Club America,0,1,A,,,,,,,,,,,,,,,3.41,3.11,2.16
2019/2020,Liga MX,06/02/2020,Necaxa,Monterrey,2,2,D,,,,,,,,,,,,,,,3.19,3.39,2.13
2019/2020,Liga MX,07/02/2020,Atlas,Monarcas,1,3,A,,,,,,,,,,,,,,,2.72,3.13,2.56
2019/2020,Liga MX,08/02/2020,Puebla,Santos Laguna,2,2,D,,,,,,,,,,,,,,,3.48,3.43,2
2019/2020,Liga MX,08/02/2020,Club Tijuana,Toluca,1,1,D,,,,,,,,,,,,,,,1.77,3.52,4.36
2019/2020,Liga MX,08/02/2020,Cruz Azul,Pachuca,3,1,H,,,,,,,,,,,,,,,2.05,3.38,3.41
2019/2020,Liga MX,09/02/2020,U.A.N.L.- Tigres,Guadalajara Chivas,3,0,H,,,,,,,,,,,,,,,1.83,3.36,4.27
2019/2020,Liga MX,09/02/2020,Club Leon,Monterrey,3,1,H,,,,,,,,,,,,,,,2.27,3.47,2.87
2019/2020,Liga MX,09/02/2020,U.N.A.M.- Pumas,Atl. San Luis,4,0,H,,,,,,,,,,,,,,,2.01,3.29,3.6
2019/2020,Liga MX,10/02/2020,Queretaro,Club America,1,2,A,,,,,,,,,,,,,,,2.41,3.23,2.84
2019/2020,Liga MX,10/02/2020,Juarez,Necaxa,2,1,H,,,,,,,,,,,,,,,2.18,3.27,3.2
2019/2020,Liga MX,15/02/2020,Atl. San Luis,Club Leon,3,1,H,,,,,,,,,,,,,,,2.52,3.39,2.58
2019/2020,Liga MX,15/02/2020,Monarcas,Club Tijuana,1,1,D,,,,,,,,,,,,,,,2.03,3.29,3.59
2019/2020,Liga MX,15/02/2020,Pachuca,Puebla,1,0,H,,,,,,,,,,,,,,,1.63,3.81,4.98
2019/2020,Liga MX,15/02/2020,Toluca,U.N.A.M.- Pumas,2,3,A,,,,,,,,,,,,,,,2.45,3.37,2.67
2019/2020,Liga MX,16/02/2020,Club America,Atlas,2,0,H,,,,,,,,,,,,,,,1.52,4.07,5.76
2019/2020,Liga MX,16/02/2020,Monterrey,Juarez,1,1,D,,,,,,,,,,,,,,,1.44,4.36,6.46
2019/2020,Liga MX,16/02/2020,Guadalajara Chivas,Cruz Azul,1,2,A,,,,,,,,,,,,,,,2.56,3.11,2.72
2019/2020,Liga MX,16/02/2020,Necaxa,Queretaro,2,3,A,,,,,,,,,,,,,,,2.44,3.29,2.74
2019/2020,Liga MX,17/02/2020,Santos Laguna,U.A.N.L.- Tigres,2,1,H,,,,,,,,,,,,,,,1.95,3.59,3.5
2019/2020,Liga MX,22/02/2020,Atlas,Pachuca,0,2,A,,,,,,,,,,,,,,,2.73,3.24,2.47
2019/2020,Liga MX,22/02/2020,Puebla,Toluca,2,0,H,,,,,,,,,,,,,,,2.48,3.32,2.67
2019/2020,Liga MX,22/02/2020,Club Tijuana,Guadalajara Chivas,0,1,A,,,,,,,,,,,,,,,2.15,3.21,3.32
2019/2020,Liga MX,22/02/2020,Club Leon,Necaxa,2,1,H,,,,,,,,,,,,,,,1.7,3.78,4.47
2019/2020,Liga MX,23/02/2020,Cruz Azul,U.A.N.L.- Tigres,2,1,H,,,,,,,,,,,,,,,2.05,3.31,3.48
2019/2020,Liga MX,23/02/2020,Monterrey,Club America,0,1,A,,,,,,,,,,,,,,,1.83,3.62,3.94
2019/2020,Liga MX,23/02/2020,U.N.A.M.- Pumas,Monarcas,1,2,A,,,,,,,,,,,,,,,1.97,3.63,3.41
2019/2020,Liga MX,23/02/2020,Queretaro,Atl. San Luis,0,1,A,,,,,,,,,,,,,,,2.05,3.2,3.64
2019/2020,Liga MX,24/02/2020,Juarez,Santos Laguna,1,2,A,,,,,,,,,,,,,,,3.01,3.32,2.25
2019/2020,Liga MX,29/02/2020,Atl. San Luis,Juarez,0,3,A,,,,,,,,,,,,,,,1.81,3.39,4.41
2019/2020,Liga MX,29/02/2020,Toluca,Monterrey,2,0,H,,,,,,,,,,,,,,,2.83,3.45,2.32
2019/2020,Liga MX,29/02/2020,Monarcas,Cruz Azul,2,4,A,,,,,,,,,,,,,,,2.34,3.25,2.94
2019/2020,Liga MX,29/02/2020,Club Tijuana,Puebla,0,1,A,,,,,,,,,,,,,,,1.66,3.63,5.15
2019/2020,Liga MX,29/02/2020,Pachuca,Queretaro,1,1,D,,,,,,,,,,,,,,,2.21,3.28,3.17
2019/2020,Liga MX,01/03/2020,Club America,Necaxa,0,3,A,,,,,,,,,,,,,,,1.87,3.41,4.1
2019/2020,Liga MX,01/03/2020,U.A.N.L.- Tigres,U.N.A.M.- Pumas,3,0,H,,,,,,,,,,,,,,,1.85,3.52,3.98
2019/2020,Liga MX,01/03/2020,Guadalajara Chivas,Club Leon,2,0,H,,,,,,,,,,,,,,,2.33,3.33,2.9
2019/2020,Liga MX,02/03/2020,Santos Laguna,Atlas,1,0,H,,,,,,,,,,,,,,,1.51,4.14,5.73
2019/2020,Liga MX,07/03/2020,Queretaro,Toluca,1,1,D,,,,,,,,,,,,,,,1.96,3.51,3.58
2019/2020,Liga MX,07/03/2020,U.N.A.M.- Pumas,Club America,3,3,D,,,,,,,,,,,,,,,2.75,3.09,2.58
2019/2020,Liga MX,07/03/2020,Puebla,U.A.N.L.- Tigres,0,0,D,,,,,,,,,,,,,,,3.17,3.23,2.23
2019/2020,Liga MX,07/03/2020,Cruz Azul,Club Tijuana,4,2,H,,,,,,,,,,,,,,,1.67,3.63,4.93
2019/2020,Liga MX,07/03/2020,Monterrey,Atl. San Luis,2,2,D,,,,,,,,,,,,,,,1.62,3.86,5.05
2019/2020,Liga MX,08/03/2020,Pachuca,Santos Laguna,1,0,H,,,,,,,,,,,,,,,2.08,3.55,3.22
2019/2020,Liga MX,08/03/2020,Atlas,Guadalajara Chivas,1,2,A,,,,,,,,,,,,,,,3.2,2.99,2.34
2019/2020,Liga MX,08/03/2020,Necaxa,Monarcas,1,2,A,,,,,,,,,,,,,,,2.3,3.3,2.97
2019/2020,Liga MX,09/03/2020,Juarez,Club Leon,1,4,A,,,,,,,,,,,,,,,2.44,3.26,2.79
2019/2020,Liga MX,14/03/2020,Monarcas,Queretaro,4,0,H,,,,,,,,,,,,,,,2.22,3.32,3.13
2019/2020,Liga MX,14/03/2020,Club Tijuana,Pachuca,3,2,H,,,,,,,,,,,,,,,2.22,3.36,3.08
2019/2020,Liga MX,14/03/2020,Atl. San Luis,Puebla,0,1,A,,,,,,,,,,,,,,,1.76,3.53,4.63
2019/2020,Liga MX,15/03/2020,Club Leon,U.N.A.M.- Pumas,3,1,H,,,,,,,,,,,,,,,1.99,3.56,3.5
2019/2020,Liga MX,15/03/2020,U.A.N.L.- Tigres,Juarez,3,2,H,,,,,,,,,,,,,,,1.57,3.85,5.82
2019/2020,Liga MX,15/03/2020,Guadalajara Chivas,Monterrey,1,1,D,,,,,,,,,,,,,,,2.74,3.14,2.58
2019/2020,Liga MX,15/03/2020,Toluca,Atlas,2,3,A,,,,,,,,,,,,,,,1.96,3.34,3.85
2019/2020,Liga MX,16/03/2020,Santos Laguna,Necaxa,2,1,H,,,,,,,,,,,,,,,1.68,3.9,4.6
2019/2020,Liga MX,16/03/2020,Club America,Cruz Azul,0,1,A,,,,,,,,,,,,,,,2.68,3.37,2.49
Clausura_2021,Liga MX,09/01/2021,Puebla,Guadalajara Chivas,1,1,D,,,,,,,,,,,,,,,2.87,3.03,2.54
2020-2021,Liga MX,09/01/2021,Club Tijuana,U.N.A.M.- Pumas,0,0,D,,,,,,,,,,,,,,,1.98,3.42,3.62
2020-2021,Liga MX,09/01/2021,Mazatlan FC,Necaxa,3,2,H,,,,,,,,,,,,,,,2.04,3.31,3.59
2020-2021,Liga MX,09/01/2021,Atlas,Monterrey,0,2,A,,,,,,,,,,,,,,,3.55,3.55,1.97
2020-2021,Liga MX,10/01/2021,U.A.N.L.- Tigres,Club Leon,2,0,H,,,,,,,,,,,,,,,1.98,3.46,3.65
2020-2021,Liga MX,10/01/2021,Club America,Atl. San Luis,2,1,H,,,,,,,,,,,,,,,1.65,3.84,4.88
2020-2021,Liga MX,10/01/2021,Toluca,Queretaro,3,1,H,,,,,,,,,,,,,,,2.23,3.42,3.01
2020-2021,Liga MX,11/01/2021,Santos Laguna,Cruz Azul,1,0,H,,,,,,,,,,,,,,,2.51,3.35,2.67
2020-2021,Liga MX,12/01/2021,Pachuca,Juarez,1,1,D,,,,,,,,,,,,,,,1.55,3.94,5.79
2020-2021,Liga MX,16/01/2021,Necaxa,Atl. San Luis,1,0,H,,,,,,,,,,,,,,,1.92,3.51,3.76
2020-2021,Liga MX,16/01/2021,Juarez,Club Tijuana,0,0,D,,,,,,,,,,,,,,,2.57,3.25,2.67
2020-2021,Liga MX,16/01/2021,Guadalajara Chivas,Toluca,1,1,D,,,,,,,,,,,,,,,1.85,3.52,4.06
2020-2021,Liga MX,17/01/2021,Cruz Azul,Puebla,0,1,A,,,,,,,,,,,,,,,1.7,3.62,4.88
2020-2021,Liga MX,17/01/2021,Monterrey,Club America,1,0,H,,,,,,,,,,,,,,,1.67,3.9,4.65
2020-2021,Liga MX,17/01/2021,U.N.A.M.- Pumas,Mazatlan FC,3,0,H,,,,,,,,,,,,,,,2.11,3.46,3.25
2020-2021,Liga MX,18/01/2021,Santos Laguna,U.A.N.L.- Tigres,2,0,H,,,,,,,,,,,,,,,2.47,3.27,2.77
2020-2021,Liga MX,18/01/2021,Queretaro,Atlas,1,0,H,,,,,,,,,,,,,,,2.41,3.23,2.89
2020-2021,Liga MX,19/01/2021,Club Leon,Pachuca,0,0,D,,,,,,,,,,,,,,,2.06,3.36,3.47
2020-2021,Liga MX,22/01/2021,Atl. San Luis,Guadalajara Chivas,3,1,H,,,,,,,,,,,,,,,3.63,3.23,2.05
2020-2021,Liga MX,23/01/2021,Puebla,Club Tijuana,0,1,A,,,,,,,,,,,,,,,2.26,3.13,3.25
2020-2021,Liga MX,23/01/2021,Mazatlan FC,Santos Laguna,0,0,D,,,,,,,,,,,,,,,3.02,3.42,2.24
2020-2021,Liga MX,24/01/2021,Atlas,U.A.N.L.- Tigres,0,2,A,,,,,,,,,,,,,,,3.33,3.23,2.17
2020-2021,Liga MX,24/01/2021,Toluca,Necaxa,2,0,H,,,,,,,,,,,,,,,2.13,3.3,3.35
2020-2021,Liga MX,25/01/2021,Queretaro,U.N.A.M.- Pumas,2,0,H,,,,,,,,,,,,,,,2.17,3.21,3.37
2020-2021,Liga MX,26/01/2021,Pachuca,Cruz Azul,0,1,A,,,,,,,,,,,,,,,1.9,3.31,4.17
2020-2021,Liga MX,27/01/2021,Club America,Juarez,2,0,H,,,,,,,,,,,,,,,2,3.19,3.9
2020-2021,Liga MX,29/01/2021,U.A.N.L.- Tigres,Necaxa,1,1,D,,,,,,,,,,,,,,,1.59,3.6,6.14
2020-2021,Liga MX,30/01/2021,Mazatlan FC,Pachuca,1,0,H,,,,,,,,,,,,,,,3.4,3.22,2.15
2020-2021,Liga MX,31/01/2021,Guadalajara Chivas,Juarez,1,2,A,,,,,,,,,,,,,,,1.96,3.3,3.88
2020-2021,Liga MX,31/01/2021,Cruz Azul,Queretaro,4,1,H,,,,,,,,,,,,,,,1.73,3.56,4.7
2020-2021,Liga MX,31/01/2021,Club Tijuana,Toluca,3,2,H,,,,,,,,,,,,,,,1.87,3.65,3.84
2020-2021,Liga MX,31/01/2021,U.N.A.M.- Pumas,Atlas,0,0,D,,,,,,,,,,,,,,,2.71,3,2.72
2020-2021,Liga MX,01/02/2021,Santos Laguna,Club America,1,1,D,,,,,,,,,,,,,,,2.03,3.42,3.51
2020-2021,Liga MX,02/02/2021,Club Leon,Atl. San Luis,3,1,H,,,,,,,,,,,,,,,1.68,3.68,4.89
2020-2021,Liga MX,03/02/2021,Puebla,Monterrey,0,0,D,,,,,,,,,,,,,,,3.99,3.37,1.92
2020-2021,Liga MX,05/02/2021,Atl. San Luis,Club Tijuana,2,2,D,,,,,,,,,,,,,,,2.06,3.41,3.43
2020-2021,Liga MX,05/02/2021,Queretaro,Pachuca,3,1,H,,,,,,,,,,,,,,,3.09,3.17,2.32
2020-2021,Liga MX,06/02/2021,Necaxa,Cruz Azul,0,2,A,,,,,,,,,,,,,,,4.32,3.34,1.85
