,Teams,Performance,Wins100,Draws100,Losses100,Points,Matches,Wins,Draws,Losses
1,Lyon,57.54,48.5,27.2,24.3,131195,76000,36833,20696,18471
2,Auxerre,52.61,43.1,28.4,28.5,116795,74000,31930,21005,21065
3,Paris SG,52.42,43.1,27.9,29.0,119512,76000,32770,21202,22028
4,Marseille,51.93,42.5,28.4,29.2,118396,76000,32280,21556,22164
5,Bordeaux,51.76,42.3,28.4,29.3,118016,76000,32153,21557,22290
6,Monaco,51.43,42.0,28.2,29.7,117257,76000,31929,21470,22601
7,Lens,48.18,38.7,28.4,32.9,109839,76000,29428,21555,25017
8,Nantes,47.28,37.8,28.5,33.7,104951,74000,27961,21068,24971
9,Nice,46.23,36.8,28.2,35.0,105404,76000,27991,21431,26578
10,Sochaux,46.06,36.6,28.5,35.0,105008,76000,27790,21638,26572
11,Guingamp,43.53,34.0,28.5,37.5,99250,76000,25869,21643,28488
12,Lille,42.98,33.5,28.3,38.2,97985,76000,25490,21515,28995
13,Bastia,40.98,31.7,27.9,40.4,93437,76000,24075,21212,30713
14,Strasbourg,40.47,31.1,28.3,40.7,92282,76000,23603,21473,30924
15,Rennes,39.64,30.4,27.9,41.8,90389,76000,23072,21173,31755
16,Sedan,39.54,30.1,28.3,41.6,90148,76000,22883,21499,31618
17,Le Havre,39.51,30.0,28.5,41.5,90092,76000,22813,21653,31534
18,Montpellier,38.32,28.8,28.4,42.7,87377,76000,21926,21599,32475
19,Ajaccio,37.88,28.4,28.5,43.1,86355,76000,21574,21633,32793
20,Troyes,37.86,28.5,28.2,43.4,86317,76000,21635,21412,32953
