,team,Points,xPoints,Wins,Draws,Losses,xWins,xDraws,xLosses,GoalDiff,xGoalDiff,GoalsF_Diff,GoalsA_Diff,GoalsF,xGoalsF,GoalsA,xGoalsA,HTGoalsF,xHTGoalsF,HTGoalsA,xHTGoalsA,ShotsF100,ShotsF,xShotsF,ShotsA100,ShotsA,xShotsA,ShotsTF100,ShotsTF,xShotsTF,ShotsTA100,ShotsTA,xShotsTA,Fouls100,Fouls,xFouls,FoulsA100,FoulsA,xFoulsA,YCard100,YCard,xYCard,YCardA100,YCardA,xYCardA,RCard100,RCard,xRCard,RCardA100,RCardA,xRCardA
0,Club Tijuana,417,431.580323938273,111,84,122,115.14294061776266,86.15150208498501,115.70555729725234,-44,-1.9272174943362188,-22.07682080391021,-19.995961701753572,384,406.0768208039102,428,408.0040382982464,8.0,178.0201912684043,11.0,178.72739203397452,0.05634198587786047,201.0,3567.4993855511716,0.0654403477771271,234.0,3575.7756177724405,0.04119623600771137,63.0,1529.265925853208,0.04500002064494593,69.0,1533.332629876239,0.06076175274717195,252.0,4147.34579906813,0.05229372854536818,217.0,4149.637175167927,0.06204656755622527,34.0,547.975518052468,0.0639202392735929,35.0,547.5573996241187,0.08982865778930489,3.0,33.39691445726114,0.02999000420768379,1.0,33.34444347106121
1,Chiapas,204,201.16880214528797,52,48,70,51.82107506301451,45.70557695624444,72.47334798074104,-60,-44.75547632833906,14.640508582497148,-29.88503225415809,212,197.35949141750285,272,242.1149677458419,0.0,86.48145088622569,0.0,105.94315222161629,0.0,0.0,1814.5617237002566,0.0,0.0,2032.2206158014849,0.0,0.0,765.9884908419426,0.0,0.0,876.9889440514116,0.0,0.0,2241.125209534993,0.0,0.0,2205.4766416219295,0.0,0.0,304.16304236096903,0.0,0.0,284.4714306322349,0.0,0.0,18.70902850840949,0.0,0.0,16.888895535430258
2,Santos Laguna,472,464.499557406154,123,103,91,126.57917245992009,84.7620400263937,105.65878751368624,58,43.696501336655274,28.299267098141627,-13.9957684347969,457,428.7007329018584,399,385.0042315652031,10.0,187.73333836297004,4.0,168.69388220213813,0.06795706596519714,250.0,3678.793315297522,0.06468431073786449,224.0,3462.9726659339094,0.046826825837563285,74.0,1580.2907559162186,0.0421341688728276,62.0,1471.489806459287,0.05546690079151719,229.0,4128.588342455615,0.06483387220511463,270.0,4164.4898078245615,0.05930405306140096,32.0,539.592124788984,0.08754684068256334,49.0,559.7003800247849,0.061441257750428815,2.0,32.55141696681887,0.14584290467570427,5.0,34.28346419126787
3,Pachuca,437,462.60887735119377,116,89,112,125.56691612971821,85.90812896203911,105.52495490824266,39,42.781661247991735,8.009155190145805,-11.79081643813754,436,427.9908448098542,397,385.20918356186246,8.0,187.64325198153347,11.0,168.98960124649994,0.07373309333832422,271.0,3675.4188347492327,0.0648875669698148,225.0,3467.536394216603,0.04618621174007318,73.0,1580.5582932592413,0.044753824858398475,66.0,1474.7342871547767,0.04413582428587545,182.0,4123.634325285378,0.04735574087298328,197.0,4160.002491110631,0.06117589056868771,33.0,539.4281912896374,0.04469366361255525,25.0,559.3634081269868,0.09217178970964054,3.0,32.54791959069685,0.029136381485313466,1.0,34.3213518296382
4,Atlante,63,75.77700887105956,17,12,39,19.131956161078854,18.381140387822995,30.486903451098158,-52,-24.047625353463502,1.8742192347935855,-29.826593881330083,78,76.12578076520641,130,100.17340611866992,0.0,33.4422235233308,0.0,43.8424042873926,0.0,0.0,711.8015509278628,0.0,0.0,828.086736532516,0.0,0.0,298.49138339266597,0.0,0.0,357.7913428642663,0.0,0.0,897.6786012886989,0.0,0.0,877.8359865926404,0.0,0.0,123.2288515702572,0.0,0.0,112.41661756971659,0.0,0.0,7.587240627639124,0.0,0.0,6.636964177982184
5,Juarez,82,82.04706783701974,21,19,39,20.38101058911583,20.90403606967225,37.71495334121192,-38,-38.08529729876088,-5.161581471866441,5.246878770627319,80,85.16158147186644,118,123.24687877062732,8.0,37.3831078480248,9.0,53.844900997919126,0.19408523729102786,157.0,808.9229360839067,0.23776259338232375,236.0,992.5867506858428,0.12201704904876255,41.0,336.0186164116694,0.16280181792753146,70.0,429.9706286520667,0.17583316576682323,184.0,1046.4464948780312,0.20728960493601245,210.0,1013.0754027189362,0.21350340767929676,31.0,145.19674574264906,0.255900927135595,33.0,128.95615646798416,0.33412186193591814,3.0,8.978759972837024,0.26593645101480123,2.0,7.520593707136018
6,U.N.A.M.- Pumas,429,406.65335780114725,112,93,112,106.76987078390596,86.34374544942936,123.88638376666466,3,-36.56713111892992,21.484807392786706,18.082323726143215,409,387.5151926072133,406,424.0823237261432,6.0,169.87917066124828,11.0,185.56530105664592,0.06461532855239141,225.0,3482.145878397345,0.06345397187432315,232.0,3656.193507626266,0.04730956893812266,70.0,1479.6161024327807,0.047154388664382436,74.0,1569.3131031066703,0.050430766767491836,210.0,4164.124669533441,0.03846562875171828,159.0,4133.560406000055,0.06446349172632651,36.0,558.4556317990732,0.04057944178652461,22.0,542.1464424211383,0.11671022065391513,4.0,34.2729195231439,0.0,0.0,32.6405141762756
7,Atlas,380,390.24962345775907,98,86,133,100.77792063838255,87.9158615426114,128.30621781900606,-71,-58.92035027731788,-34.826709253886065,22.747059531203945,343,377.82670925388607,414,436.74705953120394,10.0,165.5913549565755,5.0,191.11823154917056,0.06903954002581475,237.0,3432.8154549028386,0.046835824386316185,174.0,3715.1048856276097,0.047497647122243906,69.0,1452.7035375545202,0.02944937895175677,47.0,1595.9589530561652,0.04794235779869128,200.0,4171.676345994389,0.052609482200658794,217.0,4124.731719889131,0.04787940432779495,27.0,563.9167900910154,0.052023695078849415,28.0,538.2162869738868,0.02878187501964921,1.0,34.744088052543695,0.12413049412965334,4.0,32.22415271965349
8,Club Leon,502,488.76803271211816,145,67,105,135.38638333407164,82.60888270990326,99.00473395602509,98,77.96977862983044,52.86876812188211,-32.838546751712556,502,449.1312318781179,404,371.16145324828744,11.0,196.5269531780467,4.0,162.8274539678382,0.05009167151389814,189.0,3773.0823166394275,0.05561343800996681,189.0,3398.459199126085,0.03379232800755835,55.0,1627.588368214765,0.04595368140511248,66.0,1436.2287847662474,0.04844709709859877,199.0,4107.573248300065,0.056564572052675774,236.0,4172.222849670372,0.06776901905262168,36.0,531.2161885071187,0.0849115047935776,48.0,565.2944217239988,0.06352800137091563,2.0,31.482180406129373,0.08614807653379983,3.0,34.82376067703569
9,Monterrey,489,519.3044881060254,134,87,96,145.6575317524201,82.33189284876504,89.01057539881485,92,123.56508248230261,3.5466804052757652,-35.11176288757838,481,477.45331959472423,389,353.8882371124216,11.0,209.31051000875453,6.0,155.3470085562039,0.052399562122946795,205.0,3912.2464328805236,0.0567706622240924,188.0,3311.5696142120455,0.04084338894808143,69.0,1689.3798917545798,0.04333340894975695,60.0,1384.6129684735206,0.052639546103029955,215.0,4084.3817228056323,0.05400325518391257,226.0,4184.932912476076,0.061142272600040834,32.0,523.369489540018,0.06947658050406555,40.0,575.7335739581963,0.1950782304952306,6.0,30.756891657096983,0.11328035281319798,4.0,35.31062448751458
