Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,0,1,2,0,3,1,3,1,5,5,6,3,9,7,6,9,12,17,0,0
Necaxa,0,0,1,4,1,9,3,4,8,3,11,9,3,7,8,7,6,6,0,0
Juarez,0,0,1,1,2,0,0,2,2,5,0,4,9,8,8,20,11,17,0,0
Pachuca,8,8,6,10,11,7,5,7,5,3,4,3,6,2,1,4,0,0,0,0
Guadalajara Chivas,0,1,1,6,12,1,7,10,7,7,8,2,7,5,4,7,4,1,0,0
U.N.A.M.- Pumas,0,0,0,0,1,2,4,6,6,5,13,4,8,5,8,8,11,9,0,0
Monterrey,18,9,13,8,4,8,3,6,7,4,2,3,4,0,1,0,0,0,0,0
Club Tijuana,0,2,2,3,2,4,8,4,0,10,4,9,7,8,14,4,3,6,0,0
Cruz Azul,6,14,16,8,7,4,5,4,2,6,5,1,3,4,3,1,1,0,0,0
Mazatlan FC,0,1,0,0,1,0,2,3,2,5,2,7,1,12,6,12,17,19,0,0
Puebla,0,4,2,1,4,3,5,3,5,5,7,8,7,10,10,6,5,5,0,0
Club Leon,10,9,6,12,6,10,4,7,4,4,4,4,3,2,4,0,1,0,0,0
Club America,14,16,11,7,13,9,5,2,2,4,0,4,0,1,2,0,0,0,0,0
Atlas,13,3,11,8,9,9,9,5,5,3,1,5,3,2,1,1,2,0,0,0
Toluca,2,4,1,2,1,9,6,5,5,9,9,11,6,6,6,2,2,4,0,0
Santos Laguna,9,6,3,9,4,6,7,8,14,7,4,3,3,3,1,2,0,1,0,0
Atl. San Luis,1,2,4,3,2,2,5,5,3,4,9,5,10,5,6,7,12,5,0,0
U.A.N.L.- Tigres,9,10,10,8,7,6,9,8,8,1,1,5,1,3,1,0,3,0,0,0
