Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,0,0,2,1,3,0,1,3,1,4,6,6,8,7,9,6,12,11,0,0
Necaxa,0,0,2,3,2,3,6,8,5,9,8,3,6,10,3,8,3,1,0,0
Juarez,0,0,0,0,1,0,3,5,1,3,1,3,4,10,5,12,15,17,0,0
Pachuca,7,6,5,7,5,7,11,7,1,4,4,5,2,5,3,0,0,1,0,0
Guadalajara Chivas,3,5,3,5,5,5,3,5,3,6,4,6,6,4,8,3,5,1,0,0
U.N.A.M.- Pumas,0,0,0,1,0,1,3,4,4,4,3,1,4,9,8,7,19,12,0,0
Monterrey,10,11,10,8,10,9,3,6,2,5,0,3,0,0,0,2,0,1,0,0
Club Tijuana,0,1,2,0,3,6,5,2,11,7,3,4,3,6,6,12,5,4,0,0
Cruz Azul,11,5,9,9,10,5,5,5,3,3,2,4,3,3,2,1,0,0,0,0
Mazatlan FC,1,0,3,2,0,1,3,2,1,0,1,10,7,9,7,10,9,14,0,0
Puebla,0,2,2,3,3,6,6,8,4,5,8,6,4,5,6,4,5,3,0,0
Club Leon,6,11,9,3,9,6,4,8,6,5,4,2,7,0,0,0,0,0,0,0
Club America,22,10,8,3,5,4,5,1,7,6,3,2,0,1,2,0,1,0,0,0
Atlas,9,12,8,10,8,7,2,3,5,0,7,4,4,0,0,1,0,0,0,0
Toluca,0,2,3,3,3,5,3,3,5,8,10,4,7,3,9,5,2,5,0,0
Santos Laguna,4,6,8,8,6,4,8,1,7,6,8,3,5,2,3,0,1,0,0,0
Atl. San Luis,0,3,1,3,2,4,3,5,9,5,3,5,9,4,8,5,3,8,0,0
U.A.N.L.- Tigres,7,6,5,11,5,7,6,4,5,0,5,9,1,2,1,4,0,2,0,0
