,Teams,Performance,Wins100,Draws100,Losses100,Points,Matches,Wins,Draws,Losses
1,Atl. San Luis,38.17,29,27.5,43.5,584,510,148,140,222
2,Atlas,54.51,44.3,30.6,25.1,834,510,226,156,128
3,Club America,56.01,46.1,29.8,24.1,857,510,235,152,123
4,Club Leon,55.36,46.3,27.3,26.5,847,510,236,139,135
5,Club Tijuana,41.18,32.2,27.1,40.8,630,510,164,138,208
6,Cruz Azul,51.57,41.6,30,28.4,789,510,212,153,145
7,Guadalajara Chivas,46.21,36.1,30.4,33.5,707,510,184,155,171
8,Juarez,35.56,26.1,28.4,45.5,544,510,133,145,232
9,Mazatlan FC,33.86,25.1,26.3,48.6,518,510,128,134,248
10,Monterrey,56.27,46.5,29.4,24.1,861,510,237,150,123
11,Necaxa,43.27,34.9,25.1,40,662,510,178,128,204
12,Pachuca,53.01,42.5,31.4,26.1,811,510,217,160,133
13,Puebla,40.78,32.4,25.3,42.4,624,510,165,129,216
14,Queretaro,32.35,24.3,24.1,51.6,495,510,124,123,263
15,Santos Laguna,48.17,39.6,25.7,34.7,737,510,202,131,177
16,Toluca,40.65,31.8,26.7,41.6,622,510,162,136,212
17,U.A.N.L.- Tigres,50.98,40.8,30.6,28.6,780,510,208,156,146
18,U.N.A.M.- Pumas,38.24,29,27.6,43.3,585,510,148,141,221
