Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,0,0,0,0,0,0,0,1,0,1,0,3,3,3,3,3,5,2,0,0
Necaxa,1,1,0,1,0,6,1,0,1,2,3,4,2,1,0,1,0,0,0,0
Juarez,0,0,0,0,0,2,0,0,2,0,0,0,1,1,2,3,5,8,0,0
Pachuca,1,3,1,3,1,4,2,0,2,3,0,1,0,1,2,0,0,0,0,0
Guadalajara Chivas,0,2,0,1,1,1,1,2,4,0,4,1,1,0,2,3,1,0,0,0
U.N.A.M.- Pumas,0,0,0,0,0,0,2,0,1,3,1,1,2,2,4,5,1,2,0,0
Monterrey,6,4,1,3,1,2,0,4,0,1,1,0,0,0,1,0,0,0,0,0
Club Tijuana,0,2,0,0,0,1,3,4,2,0,1,2,4,1,2,0,1,1,0,0
Cruz Azul,0,0,6,2,4,2,5,2,0,2,0,0,0,0,0,1,0,0,0,0
Mazatlan FC,0,0,0,1,0,0,0,0,1,0,3,2,1,1,3,5,1,6,0,0
Puebla,0,0,0,1,1,1,2,0,1,4,2,1,1,4,0,1,3,2,0,0
Club Leon,3,2,1,2,2,3,1,5,1,0,1,0,2,1,0,0,0,0,0,0
Club America,3,5,5,1,5,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0
Atlas,5,3,1,2,3,1,1,1,0,1,1,1,2,1,0,0,1,0,0,0
Toluca,0,0,0,0,1,0,1,2,4,3,3,6,1,2,0,0,1,0,0,0
Santos Laguna,2,1,5,2,4,1,1,0,1,1,1,0,1,2,0,1,1,0,0,0
Atl. San Luis,0,0,0,2,0,0,1,0,2,2,1,1,2,3,5,1,2,2,0,0
U.A.N.L.- Tigres,3,1,4,3,1,0,2,2,2,1,1,1,1,0,0,0,1,1,0,0
