Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,10,5,7,19,20,28,27,19,34,47,40,48,64,76,75,74,94,113,0,0
Necaxa,9,19,28,25,32,41,45,65,45,44,78,58,64,64,58,48,43,34,0,0
Juarez,0,3,8,3,9,13,16,24,20,28,36,46,47,54,86,110,122,175,0,0
Pachuca,57,73,63,85,66,65,68,52,45,34,40,36,32,30,20,15,14,5,0,0
Guadalajara Chivas,11,22,27,29,36,49,59,61,51,51,49,58,58,60,58,54,44,23,0,0
U.N.A.M.- Pumas,3,3,10,11,19,17,29,23,39,40,58,55,57,89,72,89,100,86,0,0
Monterrey,139,111,97,79,72,59,37,49,37,37,27,16,19,10,6,3,2,0,0,0
Club Tijuana,9,10,14,16,26,39,35,46,49,61,55,83,63,54,69,69,62,40,0,0
Cruz Azul,78,77,87,79,61,61,51,66,57,46,38,35,21,11,12,11,7,2,0,0
Mazatlan FC,0,1,3,3,4,11,19,10,31,37,43,40,56,64,87,97,120,174,0,0
Puebla,11,15,25,32,37,34,54,45,55,50,55,53,70,73,62,56,54,19,0,0
Club Leon,83,90,76,80,63,49,63,47,53,35,32,38,24,20,23,15,6,3,0,0
Club America,145,116,82,89,70,60,45,35,54,29,25,15,12,12,2,6,2,1,0,0
Atlas,103,98,94,68,88,62,55,43,42,34,35,28,18,10,13,5,4,0,0,0
Toluca,6,16,25,43,33,56,39,50,43,69,46,49,65,62,62,58,43,35,0,0
Santos Laguna,43,59,73,59,70,62,75,73,40,54,45,42,27,23,21,16,10,8,0,0
Atl. San Luis,5,8,23,23,27,34,28,33,53,45,59,56,75,66,58,63,65,79,0,0
U.A.N.L.- Tigres,88,74,58,57,67,60,55,59,52,59,39,44,28,22,16,11,8,3,0,0
