Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,0,0,0,0,0,0,0,2,1,2,2,0,1,2,4,1,3,4,0,0
Necaxa,1,1,2,0,0,0,2,2,1,0,3,2,2,1,1,1,1,2,0,0
Juarez,0,0,0,0,0,0,0,2,2,0,0,1,0,2,5,2,1,7,0,0
Pachuca,1,1,4,4,2,1,1,0,2,1,2,0,0,1,1,0,1,0,0,0
Guadalajara Chivas,0,0,0,0,5,0,0,2,3,3,2,2,1,2,0,1,1,0,0,0
U.N.A.M.- Pumas,0,0,0,1,0,0,0,0,0,0,1,1,5,5,2,4,1,2,0,0
Monterrey,4,1,4,2,2,1,4,0,1,1,0,1,0,0,0,0,1,0,0,0
Club Tijuana,0,0,0,0,1,2,2,1,2,2,1,3,2,2,1,0,2,1,0,0
Cruz Azul,2,3,2,1,5,3,1,2,1,0,0,0,1,0,0,0,1,0,0,0
Mazatlan FC,0,1,1,1,0,1,0,1,0,1,1,4,2,1,0,5,1,2,0,0
Puebla,1,1,0,0,1,3,2,0,0,1,1,1,2,2,1,3,3,0,0,0
Club Leon,2,1,3,3,0,3,2,2,1,1,2,1,0,0,0,0,1,0,0,0
Club America,6,3,1,1,0,2,2,1,2,2,0,0,1,0,1,0,0,0,0,0
Atlas,2,4,1,3,2,3,2,1,1,1,0,0,1,0,0,0,1,0,0,0
Toluca,1,0,1,2,1,0,1,0,2,1,1,3,2,1,2,2,1,1,0,0
Santos Laguna,1,4,0,2,2,0,1,1,0,2,3,2,1,2,0,0,1,0,0,0
Atl. San Luis,0,0,0,1,0,0,1,3,1,2,2,0,1,1,4,3,1,2,0,0
U.A.N.L.- Tigres,1,2,3,1,1,3,1,2,2,2,1,1,0,0,0,0,1,1,0,0
