Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,2,0,5,9,16,10,32,28,32,35,42,48,59,59,65,71,80,107,0,0
Necaxa,7,17,27,28,33,34,40,48,37,58,64,62,58,37,46,51,31,22,0,0
Juarez,0,1,3,4,6,11,7,20,23,19,28,47,33,57,85,75,115,166,0,0
Pachuca,63,58,62,68,63,54,44,62,40,34,43,22,32,13,14,13,6,9,0,0
Guadalajara Chivas,15,25,18,25,40,42,52,47,81,46,47,48,53,51,29,29,32,20,0,0
U.N.A.M.- Pumas,2,5,4,9,15,17,12,23,27,33,48,52,69,64,85,83,75,77,0,0
Monterrey,126,85,72,91,64,60,45,32,26,19,32,18,9,9,6,1,4,1,0,0
Club Tijuana,7,13,19,22,18,32,38,40,45,49,47,56,47,63,66,55,47,36,0,0
Cruz Azul,70,80,75,46,67,63,53,45,32,45,32,29,21,18,11,8,4,1,0,0
Mazatlan FC,3,4,2,2,8,10,17,12,17,28,26,45,44,56,78,75,129,144,0,0
Puebla,6,12,25,23,24,37,32,33,60,54,46,61,57,61,54,52,40,23,0,0
Club Leon,69,64,73,70,56,65,46,66,29,31,30,24,29,25,7,9,5,2,0,0
Club America,126,109,97,61,65,44,42,35,30,23,22,11,12,12,3,8,0,0,0,0
Atlas,93,88,70,79,64,61,47,31,36,29,23,26,16,15,13,5,4,0,0,0
Toluca,9,13,22,21,25,35,46,39,46,50,45,50,49,60,53,67,40,30,0,0
Santos Laguna,34,66,50,65,45,42,52,59,55,50,44,36,27,26,17,17,10,5,0,0
Atl. San Luis,6,5,14,17,22,28,42,29,40,54,47,40,55,58,51,70,70,52,0,0
U.A.N.L.- Tigres,62,55,62,60,69,55,53,51,44,43,34,25,30,16,17,11,8,5,0,0
