Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,4,3,14,10,23,14,24,35,39,44,50,80,65,80,78,97,107,133,0,0
Necaxa,12,19,23,31,43,39,54,54,65,65,73,72,74,76,76,55,46,23,0,0
Juarez,1,3,2,7,3,11,16,15,32,38,50,51,44,79,105,104,137,202,0,0
Pachuca,67,82,80,79,70,78,64,66,52,49,43,41,26,31,35,17,16,4,0,0
Guadalajara Chivas,17,30,37,43,51,55,54,62,56,59,65,74,52,62,62,59,37,25,0,0
U.N.A.M.- Pumas,2,9,8,17,17,31,21,37,52,52,48,58,77,72,80,108,95,116,0,0
Monterrey,176,129,104,86,74,75,52,46,43,34,28,19,14,6,8,3,3,0,0,0
Club Tijuana,9,11,18,20,39,41,48,53,52,63,67,84,63,77,72,73,62,48,0,0
Cruz Azul,88,105,85,93,87,69,76,63,42,50,33,35,29,19,5,12,7,2,0,0
Mazatlan FC,2,4,4,6,5,14,22,20,28,34,51,41,47,72,90,122,141,197,0,0
Puebla,14,13,14,32,38,34,39,54,69,50,66,69,68,79,80,67,65,49,0,0
Club Leon,94,89,89,68,90,86,49,61,60,55,46,30,31,22,13,14,3,0,0,0
Club America,174,124,114,93,67,64,61,46,30,33,25,22,23,8,11,0,4,1,0,0
Atlas,106,104,105,100,70,80,58,58,42,37,34,37,25,20,9,7,8,0,0,0
Toluca,17,22,26,33,36,43,55,65,54,68,64,47,99,68,62,59,46,36,0,0
Santos Laguna,46,71,55,75,77,74,84,56,67,56,55,48,44,33,22,16,18,3,0,0
Atl. San Luis,8,8,21,28,32,24,54,44,61,70,59,45,83,68,73,75,92,55,0,0
U.A.N.L.- Tigres,63,74,101,79,78,68,69,65,56,43,43,47,36,28,19,12,13,6,0,0
