Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Queretaro,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0
Necaxa,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Juarez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0
Pachuca,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
Guadalajara Chivas,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
U.N.A.M.- Pumas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
Monterrey,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
Club Tijuana,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0
Cruz Azul,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Mazatlan FC,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0
Puebla,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Club Leon,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Club America,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atlas,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Toluca,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
Santos Laguna,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Atl. San Luis,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
U.A.N.L.- Tigres,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
