,team,Points,xPoints,Wins,Draws,Losses,xWins,xDraws,xLosses,GoalDiff,xGoalDiff,GoalsF,xGoalsF,GoalsA,xGoalsA,HTGoalsF,xHTGoalsF,HTGoalsA,xHTGoalsA,ShotsF,xShotsF,ShotsA,xShotsA,ShotsTF,xShotsTF,ShotsTA,xShotsTA,Fouls,xFouls,FoulsA,xFoulsA,YCard,xYCard,YCardA,xYCardA,RCard,xRCard,RCardA,xRCardA
0,Jamaica,6,6.355401370455424,1,3,3,1.5414185926175437,1.7311455926027934,3.7274358147796627,-4,-5.492292934830042,5,7.028629158120621,9,12.520922092950663,1,3.082198621428118,3,5.5696387549734645,57,67.61933864148776,114,96.82638451862665,16,27.63514678807605,38,42.53010651129219,106,92.63292741527869,88,86.4470434427507,14,13.228955392781284,5,10.776009180500207,0,0.8394337234696743,0,0.5534171763533549
1,Costa Rica,6,8.087806764807691,1,3,3,2.093253461586922,1.8080463800469264,3.0987001583661518,-2,-2.878792015294229,4,8.18645498687586,6,11.06524700217009,2,3.5960799134941968,3,4.840045550591583,57,74.61085309102256,94,88.11322090139319,26,31.50179297607319,25,38.32919363309552,114,92.76611922157106,107,89.10004876901098,11,12.672006218959934,11,11.589514957041079,0,0.7229609849657362,1,0.631700795430936
2,Panama,11,7.397888214491923,3,2,2,1.7899732411929246,2.0279684909131492,3.182058267893926,1,-2.96331701060304,9,7.708178435015986,8,10.671495445619026,4,3.4310596463361587,3,4.6832426774512,61,71.78697343896573,62,86.88460876966752,20,29.937916771738863,24,37.52288738128942,106,92.96161376346774,115,89.61409889977162,8,13.033880114539283,9,11.499175329653324,0,0.8547183012085757,0,0.6703555888108965
3,USA,14,14.020406970388745,4,2,1,4.10830667183866,1.6954869548727654,1.1962063732885748,7,6.761790713125688,11,13.127537778861743,4,6.3657470657360555,1,5.7137428149127345,2,2.7520844340837023,88,99.15922357247203,56,65.28878302623374,29,43.24414861478641,18,26.077156231813632,89,86.96321744853776,78,94.35732623344191,7,11.000836677166113,8,13.850075545078749,1,0.5953078087720269,0,0.7988235880979562
4,Mexico,14,15.047298998979606,4,2,1,4.497524883246072,1.5547243492413894,0.9477507675125381,5,9.37411501132909,10,15.0634524717019,5,5.68933746037281,4,6.696981555962582,2,2.5181610421783214,107,104.25090352772702,57,62.18669284514495,38,46.44832689309252,15,24.649232973914494,94,83.24526956868127,76,92.06653654627439,12,10.554702747094263,14,13.63559926033647,1,0.505417059292099,3,0.8281684742903928
5,El Salvador,6,5.930786347151658,1,3,3,1.3430001033067047,1.9017860372315436,3.755213859461752,-5,-5.572903764769465,3,6.719653726077651,8,12.292557490847116,2,2.9582949892853563,3,5.361359225970828,62,68.87800533644061,80,91.9102455784588,17,28.136253830249807,29,40.18412732779363,115,92.6606416355077,123,87.5490866645186,10,13.441240446410454,12,11.55948470650821,2,0.7592887071492223,1,0.6367971357955351
6,Honduras,3,7.9320719780943,0,3,4,2.019543668004574,1.8734409740805784,3.107015357914847,-9,-2.9665671569497505,4,8.021705826414472,13,10.988272983364222,3,3.4750745244063745,2,4.824963048524435,100,73.83870410035102,85,87.68662552691727,25,30.68274176055337,32,37.91233535370763,95,91.4351531528149,118,89.71575871441564,10,12.426810619708423,9,11.776590310280248,1,0.7445131175017554,0,0.7170069111445585
7,Canada,13,12.078978244700416,3,4,0,3.457618267276364,1.7061234428713226,1.8362582898523132,7,3.737967157991748,11,11.629319241925103,4,7.891352083933355,4,5.095848431422157,3,3.4997857634741427,83,91.79338081655567,67,73.04082135858027,26,39.91311522215864,16,30.29440344382232,114,88.31209975329426,128,92.12714268896954,13,11.04215234344737,17,12.714135270708839,0,0.5877837524837222,0,0.7731537849191821
