Torneo,timestamp,date_GMT,status,attendance,home_team_name,away_team_name,referee,Reference,ProbH,ProbD,ProbA,Game Week,Pre-Match PPG (Home),Pre-Match PPG (Away),home_ppg,away_ppg,Result,home_team_goal_count,away_team_goal_count,total_goal_count,total_goals_at_half_time,home_team_goal_count_half_time,away_team_goal_count_half_time,home_team_goal_timings,away_team_goal_timings,home_team_corner_count,away_team_corner_count,home_team_yellow_cards,home_team_red_cards,away_team_yellow_cards,away_team_red_cards,home_team_first_half_cards,home_team_second_half_cards,away_team_first_half_cards,away_team_second_half_cards,home_team_shots,away_team_shots,home_team_shots_on_target,away_team_shots_on_target,home_team_shots_off_target,away_team_shots_off_target,home_team_fouls,away_team_fouls,home_team_possession,away_team_possession,team_a_xg,team_b_xg,average_goals_per_match_pre_match,btts_percentage_pre_match,over_15_percentage_pre_match,over_25_percentage_pre_match,over_35_percentage_pre_match,over_45_percentage_pre_match,over_15_HT_FHG_percentage_pre_match,over_05_HT_FHG_percentage_pre_match,over_15_2HG_percentage_pre_match,over_05_2HG_percentage_pre_match,average_corners_per_match_pre_match,average_cards_per_match_pre_match,odds_ft_home_team_win,odds_ft_draw,odds_ft_away_team_win,Margin,odds_ft_over15,odds_ft_over25,odds_ft_over35,odds_ft_over45,odds_btts_yes,odds_btts_no,stadium_name,xPHome,xPAway,xGoals,xHG,xAG,HTHG,HTAG,HS,AS,HST,AST,HSM,ASM,HF,AF,HY,AY,HR,AR
A2021,1638414000,Dec 02 2021 - 3:00am,complete,N/A,Tigres UANL,León,Marco Antonio Ortíz Nava,0.46,0.451543514,0.280111783,0.268344703,N/A,1.63,1.68,1.74,1.48,H,2,1,3,0,0,0,"90,90'5",57,12,0,2,0,3,0,0,2,1,2,26,9,10,4,16,5,15,15,62,38,3.3,1.07,2.19,40,71,48,11,0,21,74,35,76,8.95,4.42,2.14,3.38,3.52,0.015746206,1.32,2.18,3.3,6.25,1.78,1.93,Estadio Universitario de Nuevo León (San Nicolás de los Garza),1.695577235,1.023902952,2.540562914,1.488883633,1.051679281,0.645813623,0.453642384,12.68689218,9.805919662,5.319812126,4.095431255,7.367080051,5.710488406,13.0488908,13.71483954,1.56752346,1.951040392,0.083027336,0.131170951
A2021,1638500400,Dec 03 2021 - 3:00am,complete,N/A,Pumas UNAM,Atlas,Jorge Isaac Rojas Castillo,0.34,0.33818868,0.336935641,0.324875679,N/A,1.4,1.63,1.33,1.61,A,0,1,1,1,0,1,,43,6,2,1,0,1,0,0,1,0,1,11,9,3,5,8,4,10,13,55,45,1.46,1.41,2.05,36,62,33,15,5,16,64,31,67,9.87,4.7,2.82,2.83,2.93,0.016421249,1.83,2.5,4.2,8.75,1.98,1.75,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),1.338243985,1.374031962,2.522972755,1.22892149,1.294051266,0.5324089,0.565140277,11.41788812,10.76308705,4.831767202,4.66989997,6.586120922,6.093187078,12.68567961,13.02639563,1.648121177,1.857267696,0.096417128,0.113020682
A2021,1638673200,Dec 05 2021 - 3:00am,complete,N/A,León,Tigres UANL,César Arturo Ramos Palazuelos,0.44,0.443534487,0.274689171,0.281776343,N/A,1.6,1.7,1.48,1.74,H,2,1,3,2,1,1,"8,85",16,7,2,4,1,5,1,3,2,0,6,16,6,6,3,10,3,11,20,70,30,1.88,0.78,2.23,43,73,50,10,0,20,70,38,78,9.1,4.45,2.16,3.4,3.32,0.019428476,1.33,2.04,3.4,6.75,1.76,2,Estadio León (Nou Camp) (León de los Aldamas),1.639545975,1.075842936,2.480764636,1.414097969,1.066666667,0.627120669,0.460095579,12.5696928,9.86955525,5.275425679,4.127933732,7.294267123,5.741621518,12.89724601,13.50705855,1.576522702,1.917165006,0.084385382,0.123366556
A2021,1638752400,Dec 06 2021 - 1:00am,complete,N/A,Atlas,Pumas UNAM,Jorge Antonio Pérez Durán,0.52,0.519712888,0.263119873,0.217167239,N/A,1.7,1.33,1.61,1.33,A,0,1,1,0,0,0,,76,4,4,1,0,1,1,1,0,1,1,18,7,4,2,14,5,7,12,40,60,1.86,0.81,2,34,59,32,15,5,15,66,29,63,9.77,4.57,1.83,3.45,4.1,0.0267352,1.41,2.18,4.22,8.7,2,1.75,Estadio Jalisco (Guadalajara),1.861483017,0.870798516,2.596740358,1.625948039,0.970792319,0.714331827,0.430116204,13.39951055,9.425206485,5.762842202,3.937557675,7.636668351,5.487648811,12.46042053,13.44897959,1.462202381,2.01547619,0.077380952,0.137540935
A2021,1639105200,Dec 10 2021 - 3:00am,complete,N/A,León,Atlas,Luis Enrique Santander Aguirre,0.44,0.440252353,0.316872796,0.242874851,N/A,1.67,1.62,1.48,1.61,H,3,2,5,2,1,1,"37,78,86","11,65",2,3,1,0,4,0,0,1,1,3,13,9,6,6,7,3,18,16,69,31,1.53,1.32,1.91,31,58,31,8,3,15,67,26,64,9.62,4.33,2.07,2.78,3.5,0.042839434,1.5,2.6,4.75,9,2.1,1.67,Estadio León (Nou Camp) (León de los Aldamas),1.639545975,1.075842936,2.480764636,1.414097969,1.066666667,0.627120669,0.460095579,12.5696928,9.86955525,5.275425679,4.127933732,7.294267123,5.741621518,12.89724601,13.50705855,1.576522702,1.917165006,0.084385382,0.123366556
A2021,1639361700,Dec 13 2021 - 2:15am,complete,N/A,Atlas,León,Marco Antonio Ortíz Nava,0.44,0.430797539,0.29883273,0.270369731,N/A,1.55,1.73,1.61,1.48,H,1,0,1,0,0,0,55,,5,6,2,0,1,2,0,2,0,3,21,12,10,3,11,9,24,18,52,48,2.39,1.27,2.05,34,59,34,12,7,19,69,30,66,9.41,4.36,2.2,3.1,3.4,0.023747916,1.44,2.33,4.4,8.75,2.01,1.72,Estadio Jalisco (Guadalajara),1.639545975,1.075842936,2.480764636,1.414097969,1.066666667,0.627120669,0.460095579,12.5696928,9.86955525,5.275425679,4.127933732,7.294267123,5.741621518,12.89724601,13.50705855,1.576522702,1.917165006,0.084385382,0.123366556
C2022,1641524400,Jan 07 2022 - 3:00am,complete,N/A,Atlético San Luis,Pachuca,Oscar Macias Romo,0.4,0.400473955,0.297809821,0.301716224,1,0.75,0.88,1.11,1.42,A,0,2,2,0,0,0,,"60,90'5",2,11,4,0,2,0,2,2,1,1,10,16,0,5,10,11,13,13,47,53,0.97,1.79,2.88,57,82,51,25,19,38,82,25,94,9.5,4.63,2.42,3.22,3.18,0.012749185,1.4,2.2,4.33,7.5,1.91,1.8,Estadio Alfonso Lastras Ramírez (San Luis Potosí),1.518160356,1.195273037,2.495615534,1.344038264,1.151577269,0.599362259,0.507231523,11.99278846,10.0277535,5.285745954,4.406783418,6.707042507,5.620970078,13.04463691,13.49811237,1.583652618,1.874414645,0.08599404,0.13452533
C2022,1641603600,Jan 08 2022 - 1:00am,complete,N/A,Juárez,Necaxa,Luis Enrique Santander Aguirre,0.38,0.375514054,0.298094699,0.326391247,1,1.38,0.89,0.88,1.28,H,2,1,3,1,1,0,"2,57",47,1,10,6,0,4,1,1,5,2,3,12,15,4,6,8,9,22,16,36,64,1.24,1.67,2.19,48,71,47,13,0,37,71,35,64,8.17,4.81,2.5,3.1,2.85,0.024485946,1.42,2.22,4.5,7.5,2,1.8,Estadio Olímpico Benito Juárez (Ciudad Juárez),1.464160929,1.247711981,2.490089514,1.33056266,1.159526854,0.590536076,0.500692742,11.79715237,10.31712278,5.063702597,4.467401457,6.73344977,5.849721324,12.89644195,13.34344569,1.614438212,1.903202461,0.09372173,0.116699837
C2022,1641610800,Jan 08 2022 - 3:00am,complete,N/A,Puebla,América,Óscar Mejía García,0.3,0.309544917,0.288711584,0.401743499,1,1.45,1.44,1.38,1.53,D,1,1,2,2,1,1,45,1,12,3,4,0,2,1,1,3,3,0,26,9,4,4,22,5,16,8,68,32,2.31,1.11,2.03,56,65,35,15,0,40,56,24,74,8.91,5.14,3,3.2,2.35,0.023788416,1.42,2.25,4.33,7.5,1.91,1.8,Estadio Cuauhtémoc (Puebla),1.214244523,1.499396953,2.572640782,1.180509128,1.392131653,0.520967327,0.618471829,11.14920071,11.44404973,4.525727069,4.846532438,6.623473641,6.597517295,12.90081154,13.00360685,1.750214592,1.831402831,0.096525097,0.124410124
C2022,1641690360,Jan 09 2022 - 1:06am,complete,N/A,Monterrey,Querétaro,Edgar Allan Morales Olvera,0.64,0.636552882,0.229626476,0.133820642,1,1.67,0.44,1.79,0.65,D,0,0,0,0,0,0,,,9,1,1,0,1,0,0,1,0,1,26,10,9,4,17,6,10,17,62,38,2.71,1.12,1.62,28,62,17,6,0,0,50,33,73,9.11,5.22,1.5,3.85,6.1,0.030113784,1.36,2.05,3.75,6.5,2.1,1.67,Estadio BBVA (Guadalupe),2.174591099,0.597963586,2.834375,1.980803571,0.853571429,0.868303571,0.366071429,15.039801,8.632669983,6.518923465,3.450798991,8.52087753,5.181870993,12.4856661,13.57335582,1.395273024,2.058679707,0.068459658,0.127139364
C2022,1641697200,Jan 09 2022 - 3:00am,complete,N/A,Cruz Azul,Tijuana,N/A,0.64,0.642097206,0.230696527,0.127206267,1,1.33,0.63,1.25,0.53,H,2,0,2,1,1,0,"43,66",,4,4,2,0,1,0,1,1,0,1,9,14,3,4,6,10,13,10,43,57,0.99,1.46,2.72,60,95,42,24,12,29,82,42,83,7.22,4.86,1.49,3.85,6.4,0.029043733,1.3,2.04,3.5,6.5,2,1.73,Estadio Azteca (Ciudad de México (D.F.)),2.174591099,0.597963586,2.834375,1.980803571,0.853571429,0.868303571,0.366071429,15.039801,8.632669983,6.518923465,3.450798991,8.52087753,5.181870993,12.4856661,13.57335582,1.395273024,2.058679707,0.068459658,0.127139364
C2022,1641772800,Jan 10 2022 - 12:00am,complete,N/A,Guadalajara,Mazatlán,César Arturo Ramos Palazuelos,0.52,0.523779461,0.280723906,0.195496633,1,1.38,0.63,1.47,0.72,H,3,0,3,3,3,0,"45,45'2,45'6",,3,4,1,0,2,0,0,1,1,1,14,9,9,2,5,7,17,12,61,39,1.99,1,2.26,38,75,44,13,0,13,82,44,76,7.76,5.01,1.8,3.2,4.4,0.031776094,0,2.29,0,0,0,0,Estadio AKRON (Zapopan),1.861483017,0.870798516,2.596740358,1.625948039,0.970792319,0.714331827,0.430116204,13.39951055,9.425206485,5.762842202,3.937557675,7.636668351,5.487648811,12.46042053,13.44897959,1.462202381,2.01547619,0.077380952,0.137540935
C2022,1641870000,Jan 11 2022 - 3:00am,complete,N/A,Pumas UNAM,Toluca,Diego Montaño Robles,0.54,0.545538505,0.247158284,0.207303211,1,1.45,1.22,1.58,1.29,H,5,0,5,1,1,0,"31,61,64,69,81",,7,2,3,0,2,0,0,3,1,1,28,5,14,3,14,2,16,12,45,55,3.01,0.7,2.22,30,62,40,30,5,26,62,29,72,8.94,4.78,1.7,3.45,4,0.042696789,1.36,1.78,4,7,1.91,1.8,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),1.915666026,0.822838346,2.635970227,1.68495759,0.951012636,0.726501644,0.420979747,13.33880697,9.253016086,5.991508152,3.977241848,7.347298818,5.275774238,12.59428182,13.57794418,1.42769131,1.940985733,0.0807393,0.127431907
C2022,1642039560,Jan 13 2022 - 2:06am,complete,N/A,Santos Laguna,Tigres UANL,Adonai Escobedo González,0.46,0.462589016,0.2709004,0.266510584,1,1.64,1.1,1.58,1.48,D,1,1,2,0,0,0,50,90'3,3,4,3,0,3,0,1,2,1,2,10,16,6,5,4,11,11,10,43,57,1.3,1.6,2.26,58,82,44,10,0,25,58,48,82,10.81,3.67,2.04,3.35,3.4,0.027607063,1.4,2.15,4.2,8,1.91,1.8,Estadio Nuevo Corona (Torreón),1.695577235,1.023902952,2.540562914,1.488883633,1.051679281,0.645813623,0.453642384,12.68689218,9.805919662,5.319812126,4.095431255,7.367080051,5.710488406,13.0488908,13.71483954,1.56752346,1.951040392,0.083027336,0.131170951
C2022,1642208400,Jan 15 2022 - 1:00am,complete,N/A,Querétaro,Pumas UNAM,Erick Yair Miranda Galindo,0.34,0.335802469,0.298765432,0.365432099,2,1.38,1.36,1.24,1.1,A,1,3,4,3,1,2,4,"16,45,68",8,6,0,0,2,1,0,0,1,2,27,16,5,8,22,8,7,7,44,56,2.39,1.82,2.17,40,66,40,16,7,22,79,25,77,6.95,6.02,2.7,3,2.5,0.034567901,1.42,2.2,4.33,7.5,1.95,1.8,Estadio La Corregidora (Santiago de Querétaro),1.338243985,1.374031962,2.522972755,1.22892149,1.294051266,0.5324089,0.565140277,11.41788812,10.76308705,4.831767202,4.66989997,6.586120922,6.093187078,12.68567961,13.02639563,1.648121177,1.857267696,0.096417128,0.113020682
C2022,1642215600,Jan 15 2022 - 3:00am,complete,N/A,Necaxa,Monterrey,Fernando Hernández Gómez,0.28,0.289298515,0.294418843,0.416282642,2,1.5,1.09,1.24,1.05,A,0,4,4,3,0,3,,"4,23,43,67",5,4,1,0,2,0,0,1,1,1,6,22,5,9,1,13,13,12,63,37,0.99,2.27,2.53,54,79,60,14,5,37,68,37,87,9.89,3.75,3.15,3.1,2.25,0.028161802,1.36,2.05,3.75,7,1.83,1.9,Estadio Victoria de Aguascalientes (Aguascalientes),1.152953317,1.562853555,2.544560736,1.128766254,1.415794481,0.49635268,0.610846813,11.04442037,11.38840737,4.5379574,4.848170399,6.506462968,6.540236969,13.11758242,13.28241758,1.792592593,1.806980434,0.104706504,0.107350608
C2022,1642287600,Jan 15 2022 - 11:00pm,complete,N/A,Atlas,Atlético San Luis,Brian Omar González Veles,0.56,0.551879085,0.276143791,0.171977124,2,1.5,1.4,1.55,1.25,H,1,0,1,0,0,0,64,,6,2,3,0,2,0,1,2,1,1,18,10,5,4,13,6,16,10,48,52,1.92,1.19,1.76,34,55,29,15,0,15,51,33,63,8.08,3.88,1.7,3.2,4.8,0.036356209,1.4,2.25,4.33,7.5,2.15,1.66,Estadio Jalisco (Guadalajara),1.967315686,0.777294846,2.689248895,1.754681254,0.934567641,0.778245319,0.412371134,13.77153558,9.044569288,6.082129278,3.820152091,7.689406303,5.224417197,12.29760547,13.3109084,1.371312684,1.951696165,0.06600295,0.12979351
C2022,1642294800,Jan 16 2022 - 1:00am,complete,N/A,Tigres UANL,Puebla,Luis Enrique Santander Aguirre,0.56,0.568837615,0.251377298,0.179785087,2,2.09,1.33,2,1.42,A,0,2,2,2,0,2,,"27,45'4",19,1,0,0,4,0,0,0,1,3,23,10,12,4,11,6,16,19,69,31,2.69,1.01,1.98,39,76,28,5,0,9,54,40,86,9.27,5.78,1.68,3.6,4.85,0.02640048,1.38,2.15,4,7.5,2.05,1.72,Estadio Universitario de Nuevo León (San Nicolás de los Garza),1.967315686,0.777294846,2.689248895,1.754681254,0.934567641,0.778245319,0.412371134,13.77153558,9.044569288,6.082129278,3.820152091,7.689406303,5.224417197,12.29760547,13.3109084,1.371312684,1.951696165,0.06600295,0.12979351
C2022,1642302000,Jan 16 2022 - 3:00am,complete,N/A,Cruz Azul,Juárez,Guillermo Pacheco Larios,0.58,0.586904523,0.247380194,0.165715283,2,1.5,0.56,1.25,0.71,H,1,0,1,1,1,0,5,,6,6,3,0,2,0,2,1,1,1,12,12,4,3,8,9,10,5,44,56,1.35,1.35,2.36,42,79,32,21,5,26,67,43,90,7.09,4.21,1.63,3.65,5.2,0.026592409,1.36,1.87,3.75,7,2.1,1.68,Estadio Azteca (Ciudad de México (D.F.)),2.023088914,0.727314805,2.63629993,1.761971502,0.874328428,0.78411215,0.380607477,14.21549938,8.952361226,6.308312129,3.775752437,7.907187249,5.176608789,12.63423959,13.59770603,1.365400162,1.963621665,0.071544058,0.121665319
C2022,1642302360,Jan 16 2022 - 3:06am,complete,N/A,Tijuana,León,Óscar Mejía García,0.32,0.321213296,0.280473548,0.398313155,2,1.11,1.42,1.35,1.4,D,1,1,2,1,0,1,59,23,3,4,4,0,3,0,2,2,1,2,23,8,10,2,13,6,17,17,52,48,2.57,0.81,2.11,41,59,43,20,6,20,68,29,67,9.73,4.67,2.87,3.25,2.35,0.027218759,1.38,2.2,4,7.5,1.9,1.83,Estadio Caliente (Tijuana),1.274681051,1.439248224,2.531345428,1.210167056,1.321178373,0.531356694,0.556334232,11.21109011,11.01700787,4.679233227,4.708080485,6.53185688,6.308927389,12.72547771,13.06847134,1.69023569,1.805019896,0.10590756,0.114172023
C2022,1642356000,Jan 16 2022 - 6:00pm,complete,N/A,Toluca,Santos Laguna,César Arturo Ramos Palazuelos,0.36,0.365246615,0.296372442,0.338380943,2,1.44,1.33,1.17,1.11,H,3,1,4,2,1,1,"41,56,80",22,2,8,4,0,1,0,2,2,0,1,14,20,5,8,9,12,15,9,51,49,1.44,2.16,2.73,78,89,62,22,6,39,67,50,84,11.67,6.11,2.5,3.02,2.68,0.034753385,1.33,2.14,3.75,7,1.8,1.95,Estadio Nemesio Díez (Toluca de Lerdo),1.402386462,1.30932659,2.511035053,1.269326095,1.241708958,0.565864023,0.551581681,11.49400826,10.5072314,4.923879041,4.629614181,6.570129224,5.877617224,12.7987395,12.98844538,1.604928297,1.79196122,0.088870935,0.116946072
C2022,1642374000,Jan 16 2022 - 11:00pm,complete,N/A,Pachuca,Guadalajara,Adonai Escobedo González,0.44,0.441082789,0.285812134,0.273105077,2,1.22,1.2,1.89,1.32,H,2,1,3,2,2,0,"20,37",53,4,3,2,0,1,0,1,1,0,1,17,11,7,2,10,9,11,14,41,59,1.86,0.99,1.5,38,49,21,11,0,16,44,26,53,10.06,5.02,2.16,3.25,3.39,0.021880174,1.45,2.2,4.5,7.5,2.1,1.67,Estadio Hidalgo (Pachuca de Soto),1.639545975,1.075842936,2.480764636,1.414097969,1.066666667,0.627120669,0.460095579,12.5696928,9.86955525,5.275425679,4.127933732,7.294267123,5.741621518,12.89724601,13.50705855,1.576522702,1.917165006,0.084385382,0.123366556
C2022,1642647600,Jan 20 2022 - 3:00am,complete,N/A,León,Atlas,Fernando Hernández Gómez,0.42,0.421296296,0.289351852,0.289351852,1,1.91,1.73,1.55,1.68,D,1,1,2,1,1,0,22,50,4,3,5,0,3,0,3,2,1,2,10,6,5,4,5,2,17,18,59,41,1.29,1.06,2.32,46,64,41,14,14,27,82,32,64,10.28,4.09,2.25,3.2,3.2,0.023148148,1.42,2.33,4.2,8.1,1.91,1.8,Estadio León (Nou Camp) (León de los Aldamas),1.578010603,1.135302541,2.488464951,1.396960958,1.091503993,0.60765391,0.47276761,12.29504786,10.04723263,5.29171921,4.258091635,7.003328647,5.789140991,12.77041896,13.41112992,1.556141062,1.911430888,0.084920957,0.13234698
C2022,1642734000,Jan 21 2022 - 3:00am,complete,N/A,Atlético San Luis,Juárez,Erick Yair Miranda Galindo,0.42,0.414957386,0.266215967,0.318826648,3,0.67,0.5,1.11,0.71,A,0,1,1,0,0,0,,82,5,4,3,1,3,0,3,1,0,3,13,19,2,4,11,15,16,10,40,60,1.21,1.82,2.44,37,69,32,21,11,21,59,42,90,7.64,4.54,2.28,3.45,2.92,0.023639106,1.42,2.19,4.5,7.5,2,1.73,Estadio Alfonso Lastras Ramírez (San Luis Potosí),1.578010603,1.135302541,2.488464951,1.396960958,1.091503993,0.60765391,0.47276761,12.29504786,10.04723263,5.29171921,4.258091635,7.003328647,5.789140991,12.77041896,13.41112992,1.556141062,1.911430888,0.084920957,0.13234698
C2022,1642820400,Jan 22 2022 - 3:00am,complete,N/A,Mazatlán,Toluca,Oscar Macias Romo,0.38,0.380598286,0.294331896,0.325069818,3,1.67,1.1,1.71,1.29,A,1,2,3,1,1,0,28,"68,80",2,3,2,1,2,0,0,3,2,0,5,6,2,3,3,3,20,8,32,68,0.66,0.85,2.74,49,79,59,37,5,37,79,43,84,5.72,5.26,2.52,3.22,2.93,0.01622711,0,1.91,0,0,0,0,Estadio de Mazatlán (Mazatlán),1.464160929,1.247711981,2.490089514,1.33056266,1.159526854,0.590536076,0.500692742,11.79715237,10.31712278,5.063702597,4.467401457,6.73344977,5.849721324,12.89644195,13.34344569,1.614438212,1.903202461,0.09372173,0.116699837
C2022,1642892400,Jan 22 2022 - 11:00pm,complete,N/A,Guadalajara,Querétaro,Diego Montaño Robles,0.52,0.529906912,0.268469004,0.201624084,3,1.56,0.5,1.47,0.65,D,1,1,2,2,1,1,42,2,4,4,3,0,8,0,0,3,4,4,18,11,9,5,9,6,15,22,65,35,2.04,1.28,1.97,37,69,38,6,0,11,65,42,74,10.06,5.02,1.8,3.4,4.4,0.025648643,1.42,2.2,4.5,7.5,2.1,1.67,Estadio AKRON (Zapopan),1.861483017,0.870798516,2.596740358,1.625948039,0.970792319,0.714331827,0.430116204,13.39951055,9.425206485,5.762842202,3.937557675,7.636668351,5.487648811,12.46042053,13.44897959,1.462202381,2.01547619,0.077380952,0.137540935
C2022,1642899600,Jan 23 2022 - 1:00am,complete,N/A,León,Pachuca,N/A,0.46,0.462288389,0.277513814,0.260197797,3,1.83,1.11,1.55,1.42,H,2,1,3,2,1,1,"2,58",32,7,14,4,0,1,1,2,2,1,1,13,18,6,9,7,9,13,7,57,43,1.47,2.17,2.6,57,86,53,15,10,35,81,38,92,10.11,4.75,2.05,3.3,3.5,0.025516489,0,2.1,0,0,1.83,1.83,Estadio León (Nou Camp) (León de los Aldamas),1.695577235,1.023902952,2.540562914,1.488883633,1.051679281,0.645813623,0.453642384,12.68689218,9.805919662,5.319812126,4.095431255,7.367080051,5.710488406,13.0488908,13.71483954,1.56752346,1.951040392,0.083027336,0.131170951
C2022,1642906800,Jan 23 2022 - 3:00am,complete,N/A,América,Atlas,Marco Antonio Ortíz Nava,0.5,0.506193694,0.278153153,0.215653153,3,2.3,1.67,1.9,1.68,A,0,2,2,0,0,0,,"70,90'5",5,0,2,1,4,0,1,2,2,2,17,7,2,6,15,1,14,17,60,40,1.53,0.94,2.04,36,60,28,14,9,18,67,24,65,9.73,3.3,1.85,3.2,4,0.034346847,1.5,2.3,4.75,8,2.1,1.67,Estadio Azteca (Ciudad de México (D.F.)),1.800193731,0.926851208,2.520207989,1.534270858,0.985937131,0.675135902,0.428672734,12.98669114,9.416704911,5.664571695,4.024208566,7.322119448,5.392496344,12.50816231,13.36963619,1.443801469,1.941019363,0.08413087,0.127531716
C2022,1642907160,Jan 23 2022 - 3:06am,complete,N/A,Monterrey,Cruz Azul,César Arturo Ramos Palazuelos,0.5,0.505659506,0.272811273,0.221529222,3,1.6,1.22,1.79,1.5,D,2,2,4,1,0,1,"90'2,90'7","31,54",5,1,4,1,2,1,1,4,0,3,24,8,9,7,15,1,18,13,65,35,2.64,1.16,1.81,44,59,22,11,6,22,59,21,52,8.14,5.54,1.85,3.25,3.9,0.034881035,1.4,2.2,4.2,7.5,2,1.8,Estadio BBVA (Guadalupe),1.800193731,0.926851208,2.520207989,1.534270858,0.985937131,0.675135902,0.428672734,12.98669114,9.416704911,5.664571695,4.024208566,7.322119448,5.392496344,12.50816231,13.36963619,1.443801469,1.941019363,0.08413087,0.127531716
C2022,1642960800,Jan 23 2022 - 6:00pm,complete,N/A,Pumas UNAM,Tigres UANL,Óscar Mejía García,0.32,0.320592126,0.285869904,0.393537971,3,1.58,1.09,1.58,1.48,A,1,2,3,1,1,0,31,"78,90'7",4,4,1,0,2,0,0,1,1,1,18,15,9,3,9,12,19,10,39,61,1.95,1.5,2.4,45,71,49,21,9,27,62,44,75,9.33,4.53,2.88,3.2,2.38,0.026630096,1.4,2.17,4.2,7,1.91,1.83,Estadio Olímpico de Universitario (Ciudad de México (D.F.)),1.274681051,1.439248224,2.531345428,1.210167056,1.321178373,0.531356694,0.556334232,11.21109011,11.01700787,4.679233227,4.708080485,6.53185688,6.308927389,12.72547771,13.06847134,1.69023569,1.805019896,0.10590756,0.114172023
C2022,1642986000,Jan 24 2022 - 1:00am,complete,N/A,Santos Laguna,Necaxa,Víctor Alfonso Cáceres Hernández,0.44,0.43953722,0.289707818,0.270754963,3,1.58,0.8,1.58,1.28,A,1,4,5,2,1,1,36,"45'2,54,76,86",4,4,1,1,1,0,2,0,0,1,10,19,4,8,6,11,9,19,39,61,1.08,1.96,2.01,49,73,38,4,0,9,52,54,78,11.78,4.32,2.14,3.15,3.35,0.0277525,1.36,2.01,3.75,7.5,2,1.73,Estadio Nuevo Corona (Torreón),1.639545975,1.075842936,2.480764636,1.414097969,1.066666667,0.627120669,0.460095579,12.5696928,9.86955525,5.275425679,4.127933732,7.294267123,5.741621518,12.89724601,13.50705855,1.576522702,1.917165006,0.084385382,0.123366556
C2022,1643425200,Jan 29 2022 - 3:00am,complete,N/A,Puebla,Tijuana,Guillermo Pacheco Larios,0.42,0.4127606,0.298660023,0.288579377,3,1.42,0.56,1.38,0.53,H,3,1,4,1,0,1,"57,80,88",36,7,6,1,0,2,0,1,0,2,0,11,10,6,3,5,7,10,7,55,45,1.4,1.19,2.52,57,88,39,20,6,32,68,39,86,8.61,5.06,2.29,3.1,3.2,0.023920623,1.42,2.25,4.5,8,1.91,1.8,Estadio Cuauhtémoc (Puebla),1.578010603,1.135302541,2.488464951,1.396960958,1.091503993,0.60765391,0.47276761,12.29504786,10.04723263,5.29171921,4.258091635,7.003328647,5.789140991,12.77041896,13.41112992,1.556141062,1.911430888,0.084920957,0.13234698
C2022,1644102000,Feb 05 2022 - 11:00pm,complete,N/A,Necaxa,Pachuca,Marco Antonio Ortíz Nava,0.4,0.392217764,0.290389768,0.317392468,4,1.33,1,1.24,1.42,A,1,3,4,2,0,2,90'1,"4,10,75",8,3,4,0,4,1,1,3,3,2,17,14,7,6,10,8,18,14,70,30,2.08,1.45,2.74,41,84,69,16,5,47,74,32,100,11.52,3.18,2.47,3.3,3.03,0.012640535,1.36,2.1,3.7,7.1,1.8,1.95,Estadio Victoria de Aguascalientes (Aguascalientes),1.518160356,1.195273037,2.495615534,1.344038264,1.151577269,0.599362259,0.507231523,11.99278846,10.0277535,5.285745954,4.406783418,6.707042507,5.620970078,13.04463691,13.49811237,1.583652618,1.874414645,0.08599404,0.13452533
C2022,1644109200,Feb 06 2022 - 1:00am,complete,N/A,América,Atlético San Luis,Adonai Escobedo González,0.58,0.581405663,0.257906699,0.160687638,4,2.09,1.27,1.9,1.25,A,2,3,5,1,0,1,"90,90'4","6,54,61",9,3,2,1,7,0,1,2,5,2,13,15,4,10,9,5,12,20,69,31,1.6,1.84,1.96,36,64,36,18,0,18,50,36,69,7.81,3.37,1.68,3.68,5.73,0.013832432,1.39,2.15,3.98,7.7,2.25,1.57,Estadio Azteca (Ciudad de México (D.F.)),2.023088914,0.727314805,2.63629993,1.761971502,0.874328428,0.78411215,0.380607477,14.21549938,8.952361226,6.308312129,3.775752437,7.907187249,5.176608789,12.63423959,13.59770603,1.365400162,1.963621665,0.071544058,0.121665319
C2022,1644116760,Feb 06 2022 - 3:06am,complete,N/A,Tijuana,Pumas UNAM,Diego Montaño Robles,0.38,0.370439257,0.299797495,0.329763248,4,1.1,1.5,1.35,1.1,H,1,0,1,0,0,0,69,,5,1,0,0,3,0,0,0,1,2,25,11,10,3,15,8,16,15,56,44,2.69,1.14,2.39,59,77,49,23,5,23,82,32,81,9.3,5.53,2.61,3.2,2.92,0.012702505,1.38,2.15,3.88,7.5,1.95,1.8,Estadio Caliente (Tijuana),1.464160929,1.247711981,2.490089514,1.33056266,1.159526854,0.590536076,0.500692742,11.79715237,10.31712278,5.063702597,4.467401457,6.73344977,5.849721324,12.89644195,13.34344569,1.614438212,1.903202461,0.09372173,0.116699837
