,team,Points,xPoints,Wins,Draws,Losses,xWins,xDraws,xLosses,GoalDiff,xGoalDiff,GoalsF_Diff,GoalsA_Diff,GoalsF,xGoalsF,GoalsA,xGoalsA,HTGoalsF,xHTGoalsF,HTGoalsA,xHTGoalsA,ShotsF100,ShotsF,xShotsF,ShotsA100,ShotsA,xShotsA,ShotsTF100,ShotsTF,xShotsTF,ShotsTA100,ShotsTA,xShotsTA,Fouls100,Fouls,xFouls,FoulsA100,FoulsA,xFoulsA,YCard100,YCard,xYCard,YCardA100,YCardA,xYCardA,RCard100,RCard,xRCard,RCardA100,RCardA,xRCardA
0,Toluca,22,21.00686372207896,6,4,7,5.514101784972051,4.464558367162811,7.021339847865139,2,-3.4647179105698314,5.820971706320968,-0.3562537957511367,26,20.179028293679032,24,23.643746204248863,0.0,8.879459342627948,0.0,10.342027994125388,0.0,0.0,183.97087877597795,0.0,0.0,198.98022196055933,0.0,0.0,77.99938959347367,0.0,0.0,85.91552788593349,0.0,0.0,222.3257817395467,0.0,0.0,220.1324580382036,0.0,0.0,29.975829882591974,0.0,0.0,28.713780615747762,0.0,0.0,1.8352346093705194,0.0,0.0,1.7404053349969684
1,Juarez,15,18.110474323444205,4,3,10,4.500824516419875,4.608000774184583,7.891174709395543,-16,-7.12705238565043,-5.56515153208532,-3.3077960822642503,13,18.56515153208532,29,25.69220391773575,0.0,8.20491667763757,0.0,11.261344037481472,0.0,0.0,175.38153583512454,0.0,0.0,209.84719828009293,0.0,0.0,73.69509880738966,0.0,0.0,91.4624948802225,0.0,0.0,225.533159433059,0.0,0.0,218.38918353652434,0.0,0.0,31.040766038156725,0.0,0.0,27.745918519311793,0.0,0.0,1.9482508563408407,0.0,0.0,1.6479752974066404
2,U.A.N.L.- Tigres,23,27.710245193240088,6,5,6,7.657297274454487,4.7383533698766245,4.604349355668889,-1,6.402516978720584,-6.164855896185674,-1.2376610825349097,19,25.164855896185674,20,18.76233891746509,0.0,10.935036787535598,0.0,8.228008070597987,0.0,0.0,205.7558718730542,0.0,0.0,177.24223594087886,0.0,0.0,88.97699694067245,0.0,0.0,74.24584963040286,0.0,0.0,221.18070297145988,0.0,0.0,226.10870410627666,0.0,0.0,28.42926195540769,0.0,0.0,31.406838617724148,0.0,0.0,1.665682912782113,0.0,0.0,1.9368046591437944
3,Pachuca,23,26.053545870563987,6,5,6,7.086211344910113,4.794911835833644,5.118876819256242,1,3.994673639693687,-3.762389386310673,0.7677157466169859,20,23.762389386310673,19,19.767715746616986,0.0,10.42252155386154,0.0,8.644912266277297,0.0,0.0,201.95632232101275,0.0,0.0,182.6834654587945,0.0,0.0,86.20748356084948,0.0,0.0,76.18326470053665,0.0,0.0,221.03370609485685,0.0,0.0,224.4221834603161,0.0,0.0,28.862116421682764,0.0,0.0,30.608841690996222,0.0,0.0,1.7037468568665632,0.0,0.0,1.894228596188541
4,Mazatlan FC,21,18.1070735787362,6,3,8,4.529033527190663,4.519972997164212,7.950993475645125,-7,-7.441733783101384,0.5441924081773948,-0.10245862507601089,19,18.455807591822605,26,25.89754137492399,0.0,8.163381189576832,0.0,11.415269736748424,0.0,0.0,176.32730949013927,0.0,0.0,212.55150413006004,0.0,0.0,72.36682959132457,0.0,0.0,90.68033090013455,0.0,0.0,225.2080439182366,0.0,0.0,219.70198691836657,0.0,0.0,31.21907352232622,0.0,0.0,28.228624393084836,0.0,0.0,1.8910674492753083,0.0,0.0,1.6642532193070876
5,Monterrey,28,32.08751010029739,8,4,5,9.303958253671194,4.17563533928381,3.520406407044997,9,12.60434259756142,-7.329486758760634,3.725144161199214,22,29.329486758760634,13,16.725144161199214,0.0,12.83290858515993,0.0,7.354812691132262,0.0,0.0,228.23730811783685,0.0,0.0,165.93476499697093,0.0,0.0,98.39246733147803,0.0,0.0,67.3660992341379,0.0,0.0,216.60789214420103,0.0,0.0,226.46218407362116,0.0,0.0,26.75279619468232,0.0,0.0,32.25961339732462,0.0,0.0,1.4965715943578675,0.0,0.0,2.005914283284506
6,Necaxa,11,18.265318577884074,2,5,10,4.55415030428728,4.602867665022235,7.842982030690486,-15,-7.058221770131933,-4.682459247759411,-3.259318982108656,14,18.68245924775941,29,25.740681017891344,0.0,8.143325795536063,0.0,11.236329889666742,0.0,0.0,175.55449612610906,0.0,0.0,210.94168880067824,0.0,0.0,72.99869920853928,0.0,0.0,90.98257494052177,0.0,0.0,225.73823238051818,0.0,0.0,219.0744660837018,0.0,0.0,31.363140569175957,0.0,0.0,27.997964187930904,0.0,0.0,1.9606886163988326,0.0,0.0,1.636128447127235
7,Queretaro,21,20.98505478838102,6,3,8,5.444765927365536,4.650757006284415,6.904477066350049,-6,-2.8760446927878682,-1.343244228146876,-1.7807110790652558,19,20.343244228146876,25,23.219288920934744,0.0,8.948896960945563,0.0,10.146189910950042,0.0,0.0,185.03292950788932,0.0,0.0,197.6592203324727,0.0,0.0,78.42442652008916,0.0,0.0,85.12745871476065,0.0,0.0,223.87582824195027,0.0,0.0,221.73340218300336,0.0,0.0,29.977888652739786,0.0,0.0,29.01728311781757,0.0,0.0,1.8306946397898578,0.0,0.0,1.7668249814598642
8,Puebla,28,20.68619620047305,7,7,3,5.263340563893905,4.896174508791334,6.84048492731476,11,-3.7424226289498463,5.050165330864608,9.692257298085238,25,19.94983466913539,14,23.692257298085238,0.0,8.748944273322984,0.0,10.388193899865234,0.0,0.0,182.53551605755942,0.0,0.0,199.74342662418238,0.0,0.0,77.4100874238475,0.0,0.0,86.44333504166613,0.0,0.0,222.9928311090623,0.0,0.0,220.3117307446894,0.0,0.0,30.13313337243446,0.0,0.0,28.610498171268198,0.0,0.0,1.884292361346168,0.0,0.0,1.7425485180582372
9,Santos Laguna,26,25.78570658238501,7,5,5,7.026374062543148,4.706584394755568,5.267041542701284,5,3.605500483158117,-5.456055496587304,6.850555013429187,18,23.456055496587304,13,19.850555013429187,0.0,10.244509780871224,0.0,8.690500436342013,0.0,0.0,199.63634368996364,0.0,0.0,181.307160392747,0.0,0.0,85.99482212535177,0.0,0.0,76.87228513970084,0.0,0.0,220.71429284884266,0.0,0.0,223.8071393772475,0.0,0.0,28.777007771064675,0.0,0.0,30.628070509141786,0.0,0.0,1.6964355064341703,0.0,0.0,1.8764854184968123
