,team,Points,xPoints,Wins,Draws,Losses,xWins,xDraws,xLosses,GoalDiff,xGoalDiff,GoalsF_Diff,GoalsA_Diff,GoalsF,xGoalsF,GoalsA,xGoalsA,HTGoalsF,xHTGoalsF,HTGoalsA,xHTGoalsA,ShotsF100,ShotsF,xShotsF,ShotsA100,ShotsA,xShotsA,ShotsTF100,ShotsTF,xShotsTF,ShotsTA100,ShotsTA,xShotsTA,Fouls100,Fouls,xFouls,FoulsA100,FoulsA,xFoulsA,YCard100,YCard,xYCard,YCardA100,YCardA,xYCardA,RCard100,RCard,xRCard,RCardA100,RCardA,xRCardA
0,Atlas,19,20.395797295781705,4,7,6,5.2478803196092265,4.652156336954026,7.099963343436748,-4,-3.8832770798290177,1.1591105244659943,-1.2758334446369766,21,19.840889475534006,25,23.724166555363023,0.0,8.704201473186526,0.0,10.405793613439812,0.0,0.0,181.28784891501277,0.0,0.0,201.22513580514686,0.0,0.0,77.03076724394583,0.0,0.0,86.76564579809076,0.0,0.0,225.0311627108739,0.0,0.0,221.49133913109208,0.0,0.0,30.59969501704838,0.0,0.0,28.503935479439384,0.0,0.0,1.8726834760815918,0.0,0.0,1.7291138552588157
1,Club Tijuana,33,23.950029388689337,10,3,4,6.5076064091170736,4.427210161338115,6.0651834295448115,12,0.9900140159760369,2.355700920886825,8.654285063137138,25,22.644299079113175,13,21.654285063137138,0.0,9.93277300016732,0.0,9.543179123120291,0.0,0.0,194.69067310032878,0.0,0.0,191.35838974263706,0.0,0.0,83.7252820554589,0.0,0.0,81.69418756880933,0.0,0.0,221.59398112966892,0.0,0.0,222.24639052317434,0.0,0.0,29.106075709923005,0.0,0.0,29.29542636260237,0.0,0.0,1.760151731195948,0.0,0.0,1.744465141048551
2,Queretaro,20,20.70328254558083,5,5,7,5.362132779832871,4.616884206082215,7.020983014084914,-4,-3.737823549276783,0.0898265116843362,-0.35200296240755335,20,19.910173488315664,24,23.647997037592447,0.0,8.691686214045731,0.0,10.323818753656344,0.0,0.0,182.31609632303034,0.0,0.0,200.1915674709784,0.0,0.0,77.39000425496631,0.0,0.0,85.95022192763702,0.0,0.0,224.18755379818526,0.0,0.0,221.61495508669668,0.0,0.0,30.47513812044535,0.0,0.0,28.734422657310862,0.0,0.0,1.8832296306105347,0.0,0.0,1.722449620888153
3,U.N.A.M.- Pumas,27,23.709255765606734,8,3,6,6.380261415587055,4.56847151884557,6.051267065567375,6,0.5127201463484923,6.083419352497778,-0.59613949884627,28,21.916580647502222,22,21.40386050115373,0.0,9.577825427148777,0.0,9.386149366073067,0.0,0.0,191.93718875148676,0.0,0.0,190.60761277503997,0.0,0.0,81.86834953697182,0.0,0.0,81.09318499219984,0.0,0.0,223.2677063021919,0.0,0.0,223.06608893224762,0.0,0.0,29.657174056571293,0.0,0.0,29.843838797874284,0.0,0.0,1.8223814246490762,0.0,0.0,1.78027545733694
4,Santos Laguna,16,21.561234193505996,4,4,9,5.701433259338192,4.456934415491421,6.841632325170388,-11,-2.441771744735018,-1.7782975094671798,-6.779930745797802,19,20.77829750946718,30,23.220069254202198,0.0,9.116223346365846,0.0,10.128266407880563,0.0,0.0,186.2175901012128,0.0,0.0,198.18274672598727,0.0,0.0,79.05865790130663,0.0,0.0,85.26359568982667,0.0,0.0,222.8941954127364,0.0,0.0,220.53242869147687,0.0,0.0,29.98752971366529,0.0,0.0,28.61008516112119,0.0,0.0,1.8548361647223555,0.0,0.0,1.675259549440711
5,Necaxa,26,21.993672788854326,6,8,3,5.758407819772794,4.718449329535945,6.5231428506912605,6,-1.4707923194577894,2.979515947574928,4.491276371882861,24,21.020484052425072,18,22.49127637188286,0.0,9.207701495369376,0.0,9.843391815408916,0.0,0.0,187.06810747005034,0.0,0.0,194.69119242650555,0.0,0.0,80.05269860558452,0.0,0.0,83.80235227507566,0.0,0.0,222.49255962535776,0.0,0.0,221.1203437154961,0.0,0.0,29.829875915733822,0.0,0.0,28.998824440855564,0.0,0.0,1.8159722093331172,0.0,0.0,1.760321652591335
6,Pachuca,31,28.0943995643715,9,4,4,7.882637989337087,4.4464855963602385,4.670876414302674,15,6.73071183709828,10.657037015539768,-2.3877488526380475,36,25.342962984460232,21,18.612251147361953,0.0,11.059289451987024,0.0,8.149362398318448,0.0,0.0,208.86235368557539,0.0,0.0,175.54840116079686,0.0,0.0,90.07315672533865,0.0,0.0,73.47206610290337,0.0,0.0,219.1724323657678,0.0,0.0,225.0841030366285,0.0,0.0,27.801271848043218,0.0,0.0,31.24244711065281,0.0,0.0,1.616763918017723,0.0,0.0,1.9599086448439134
7,Club Leon,26,25.004177079214635,7,5,5,6.855754640183438,4.43691315866432,5.7073322011522425,0,2.140319587053952,2.1582786321563816,-4.298598219210334,25,22.84172136784362,25,20.701401780789666,0.0,10.009867560071275,0.0,9.04585449898838,0.0,0.0,196.53267331036054,0.0,0.0,185.8392451559665,0.0,0.0,84.72032200293708,0.0,0.0,79.5943459189818,0.0,0.0,222.24094658042975,0.0,0.0,223.3822370627708,0.0,0.0,28.925748795279045,0.0,0.0,29.772552620635757,0.0,0.0,1.7682612700890354,0.0,0.0,1.80593701570509
8,Cruz Azul,19,25.79797054041732,4,7,6,7.063708182100076,4.606845994117094,5.329445823782832,2,3.706733130785487,1.1236793398015834,-2.8304124705870706,25,23.876320660198417,23,20.16958752941293,0.0,10.523887518063628,0.0,8.826158073164569,0.0,0.0,200.8565687858035,0.0,0.0,182.35949549364744,0.0,0.0,86.65029786140897,0.0,0.0,77.0173338961279,0.0,0.0,219.69959522593038,0.0,0.0,223.17034284763776,0.0,0.0,28.47433791981271,0.0,0.0,30.407375622455856,0.0,0.0,1.7005948225461882,0.0,0.0,1.8494296850415721
9,Puebla,20,18.616668702645857,5,5,7,4.713974801941255,4.474744296822092,7.811280901236652,-5,-6.2224345083000046,6.1198334643503856,-4.897398956050381,25,18.880166535649614,30,25.10260104394962,0.0,8.264928393544041,0.0,10.96473962115387,0.0,0.0,178.36361811869136,0.0,0.0,207.92990408456234,0.0,0.0,73.89973550939571,0.0,0.0,88.94658374937165,0.0,0.0,225.84389016861815,0.0,0.0,220.9486417211498,0.0,0.0,31.125282939185283,0.0,0.0,28.501373086474075,0.0,0.0,1.9103860483084336,0.0,0.0,1.6688579383819002
