,team,Points,xPoints,Wins,Draws,Losses,xWins,xDraws,xLosses,GoalDiff,xGoalDiff,GoalsF_Diff,GoalsA_Diff,GoalsF,xGoalsF,GoalsA,xGoalsA,HTGoalsF,xHTGoalsF,HTGoalsA,xHTGoalsA,ShotsF100,ShotsF,xShotsF,ShotsA100,ShotsA,xShotsA,ShotsTF100,ShotsTF,xShotsTF,ShotsTA100,ShotsTA,xShotsTA,Fouls100,Fouls,xFouls,FoulsA100,FoulsA,xFoulsA,YCard100,YCard,xYCard,YCardA100,YCardA,xYCardA,RCard100,RCard,xRCard,RCardA100,RCardA,xRCardA
0,Monterrey,27,32.71389636362949,8,3,7,9.486539236911877,4.254278652893856,4.259182110194268,4,11.858366981683517,-3.448377861719244,-4.409989119964273,27,30.448377861719244,23,18.590010880035727,0.0,13.4650637759689,0.0,8.093955130467366,0.0,0.0,239.3186200713272,0.0,0.0,180.5390034632465,0.0,0.0,103.18630190995319,0.0,0.0,73.35056615049577,0.0,0.0,229.49100460779763,0.0,0.0,238.9561292562336,0.0,0.0,29.008247650902664,0.0,0.0,33.51660886898315,0.0,0.0,1.6582140760280135,0.0,0.0,2.039896657034365
1,Monarcas,27,23.387504052432575,8,3,7,6.270673230283284,4.575484361582722,7.153842408133993,5,-1.6868638308185915,8.434662699960889,-1.7477988691422972,31,22.56533730003911,26,24.252201130857703,0.0,9.90218045098506,0.0,10.601750694342217,0.0,0.0,200.73638285193874,0.0,0.0,208.3572096216531,0.0,0.0,85.88412900263717,0.0,0.0,89.28242711341366,0.0,0.0,235.12436360035966,0.0,0.0,234.2949073284988,0.0,0.0,31.625246684669264,0.0,0.0,30.62813255000912,0.0,0.0,1.9215320669270635,0.0,0.0,1.8284135635457772
2,Pachuca,25,27.93654608692211,7,4,7,7.789265108074799,4.568750762697715,5.641984129227486,6,4.645350383801688,6.524519838198049,-5.169870221999737,32,25.47548016180195,26,20.830129778000263,0.0,11.227522514826667,0.0,9.20661352063197,0.0,0.0,214.4999804894189,0.0,0.0,191.66294120157835,0.0,0.0,93.29648947015693,0.0,0.0,81.73274012743315,0.0,0.0,234.26049042863923,0.0,0.0,237.9490380921621,0.0,0.0,30.16870301741006,0.0,0.0,32.18682246194082,0.0,0.0,1.8350178783797824,0.0,0.0,1.9917398206716146
3,Guadalajara Chivas,25,24.440397060467095,7,4,7,6.535851999974729,4.832841060542909,6.6313069394823625,0,0.21672399869222403,4.7573938397768885,-4.9741178384691125,28,23.24260616022311,28,23.025882161530888,0.0,10.278724063447576,0.0,10.109529850373828,0.0,0.0,203.5834369431896,0.0,0.0,202.55695194444138,0.0,0.0,87.57388137477088,0.0,0.0,87.00450251373579,0.0,0.0,235.32753666026218,0.0,0.0,235.70004631654672,0.0,0.0,31.11637163628812,0.0,0.0,30.871924480491366,0.0,0.0,1.90790097385162,0.0,0.0,1.8726425577078554
4,Atlas,21,20.188920526572446,6,3,9,5.14242029879578,4.7616596301851075,8.095920071019112,-7,-6.702818582715615,-1.1658924524930185,0.8687110352086336,19,20.16589245249302,26,26.868711035208634,0.0,8.84469072420331,0.0,11.812848340691389,0.0,0.0,189.00918340993223,0.0,0.0,221.0598930126937,0.0,0.0,79.02195355549473,0.0,0.0,95.82343445983335,0.0,0.0,237.82653306749134,0.0,0.0,232.13039575555,0.0,0.0,32.49184122982798,0.0,0.0,29.82235279866648,0.0,0.0,2.024062609579487,0.0,0.0,1.7612480193157463
5,Toluca,17,23.364099992787686,4,5,9,6.227022856619788,4.683031422928323,7.0899457204518885,-10,-2.0349556709376735,-6.242419191278216,-1.7226251377841102,16,22.242419191278216,26,24.27737486221589,0.0,9.738027946922454,0.0,10.667539454977156,0.0,0.0,199.37284760396622,0.0,0.0,208.84602101032215,0.0,0.0,84.56658498813795,0.0,0.0,89.35303141096853,0.0,0.0,236.17663624974256,0.0,0.0,234.81239291816036,0.0,0.0,31.49678882976415,0.0,0.0,30.7019171682816,0.0,0.0,1.8657991561890468,0.0,0.0,1.8914556556925768
6,U.A.N.L.- Tigres,32,31.727793322502546,8,8,2,9.022134540894875,4.661389699817921,4.316475759287205,12,10.421786851535156,-3.0170141596227964,4.59522730808764,26,29.017014159622796,14,18.59522730808764,0.0,12.700968134390214,0.0,8.193845276474905,0.0,0.0,232.41671703779724,0.0,0.0,180.8916826509382,0.0,0.0,99.6408876401673,0.0,0.0,73.59774027826364,0.0,0.0,229.87176766305458,0.0,0.0,238.73287250413324,0.0,0.0,29.1962147655288,0.0,0.0,34.02745689685843,0.0,0.0,1.6550475731593646,0.0,0.0,2.1272638955416463
7,Club America,31,29.53079811277586,8,7,3,8.247800164330918,4.787397619783103,4.964802215885978,10,6.843116844124886,5.2745632932068744,-2.11768013733176,32,26.725436706793126,22,19.88231986266824,0.0,11.673370535667257,0.0,8.750454841793662,0.0,0.0,220.191786644537,0.0,0.0,186.9616857542867,0.0,0.0,95.07220305124551,0.0,0.0,78.14942536308638,0.0,0.0,232.23804140494303,0.0,0.0,238.67564689012556,0.0,0.0,29.761979008837642,0.0,0.0,33.062660970648565,0.0,0.0,1.71585685887903,0.0,0.0,2.092256581170551
8,Club Leon,33,30.24482530225073,9,6,3,8.666601414947223,4.245021057409063,5.088377527643716,15,8.191583323304872,9.922888560189943,-3.114471883494815,38,28.077111439810057,23,19.885528116505185,0.0,12.271252089624838,0.0,8.747001237922877,0.0,0.0,226.43688784559507,0.0,0.0,186.68801998869614,0.0,0.0,98.38315684755217,0.0,0.0,77.83801772397211,0.0,0.0,230.49985382335774,0.0,0.0,236.4756575830561,0.0,0.0,29.201920216354175,0.0,0.0,32.36307838376826,0.0,0.0,1.6652822375777512,0.0,0.0,2.0003492069035573
9,U.N.A.M.- Pumas,23,24.87036588429615,6,5,7,6.705625459340652,4.753489506274191,6.540885034385159,1,0.18834860263438458,-2.27649959193257,3.0881509892981853,21,23.27649959193257,20,23.088150989298185,0.0,10.250692011081782,0.0,10.131520497101775,0.0,0.0,204.10436716309638,0.0,0.0,202.58911520618392,0.0,0.0,87.31909422055689,0.0,0.0,86.52127896440528,0.0,0.0,234.89310547792294,0.0,0.0,235.37821980863015,0.0,0.0,31.16458144659692,0.0,0.0,31.22267954843481,0.0,0.0,1.9215406837105973,0.0,0.0,1.8771361236534503
10,Atl. San Luis,20,20.024712542742463,6,2,9,5.122627503191573,4.656830033167742,7.220542463640683,-7,-4.063491149411707,2.3425382221553335,-5.2790470727436265,22,19.657461777844667,29,23.720952927256373,0.0,8.583744219293997,0.0,10.32643456069523,0.0,0.0,180.5672750917434,0.0,0.0,201.70816182083016,0.0,0.0,75.9456660441794,0.0,0.0,86.40573510742604,0.0,0.0,224.29765558254405,0.0,0.0,220.69790070425412,0.0,0.0,30.6917831537028,0.0,0.0,28.666366795757092,0.0,0.0,1.9223838399750446,0.0,0.0,1.6337687370109697
11,Necaxa,31,24.041136131352815,9,4,5,6.419895974432846,4.781448208054281,6.7986558175128735,10,-0.8349303805580917,10.251956517829647,0.5829738627284442,33,22.748043482170353,23,23.582973862728444,0.0,9.974430054945026,0.0,10.330987088500684,0.0,0.0,200.4147386841588,0.0,0.0,205.3344275342447,0.0,0.0,85.09313584925539,0.0,0.0,87.446868423984,0.0,0.0,235.1313953946849,0.0,0.0,234.88060439363176,0.0,0.0,31.45146829003125,0.0,0.0,31.195071823217734,0.0,0.0,1.8633827657147575,0.0,0.0,1.8716900318914353
12,Veracruz,8,12.762946532512611,1,5,12,2.9788372224792243,3.8264348650749387,11.194727912445837,-34,-19.738547686454915,-4.988094108176703,-9.273358205368382,11,15.988094108176703,45,35.72664179463162,0.0,7.058310072641008,0.0,15.905808806666773,0.0,0.0,166.49516896122876,0.0,0.0,262.8346733502836,0.0,0.0,65.59324212586944,0.0,0.0,115.38245950596409,0.0,0.0,237.45205942961454,0.0,0.0,219.90968944222288,0.0,0.0,34.25018993737028,0.0,0.0,27.151324059301373,0.0,0.0,2.1834948680471777,0.0,0.0,1.364912544031567
