Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Guingamp,23,38,42,63,93,100,106,112,112,150,126,123,138,123,148,130,116,87,95,75
Bastia,7,10,17,36,53,66,64,85,97,114,125,149,149,146,144,177,154,151,140,116
Lille,13,32,40,58,65,91,89,114,110,127,138,140,154,129,131,152,112,128,101,76
Marseille,213,232,242,206,211,145,160,110,109,70,74,72,39,32,25,22,16,12,5,5
Montpellier,4,6,15,13,24,30,49,49,51,77,92,121,118,127,163,151,174,224,230,282
Nice,43,74,79,112,120,134,147,146,174,155,126,126,122,95,85,84,61,47,39,31
Paris SG,248,250,212,235,166,178,133,128,103,87,57,44,45,43,22,19,22,5,2,1
Sedan,1,8,14,30,34,43,57,62,84,83,125,105,116,170,160,161,190,173,214,170
Strasbourg,7,8,23,28,44,46,75,92,97,72,130,143,142,148,153,154,150,163,180,145
Troyes,1,1,7,11,14,27,48,45,72,60,82,123,118,140,179,171,159,203,235,304
Auxerre,192,238,240,171,192,162,150,122,103,87,68,57,57,50,35,25,17,17,12,5
Bordeaux,208,214,249,207,186,181,126,146,103,88,66,63,44,35,24,20,17,12,9,2
Ajaccio,3,4,6,15,24,26,32,43,57,82,88,95,114,126,156,194,198,198,230,309
Le Havre,4,9,20,15,34,32,55,83,80,95,106,113,133,142,140,166,181,190,199,203
Lens,62,103,120,143,169,185,164,157,152,155,112,90,94,74,63,43,53,32,17,12
Lyon,670,419,250,196,122,115,72,41,31,19,18,17,11,6,5,3,2,3,0,0
Monaco,198,204,227,214,191,148,156,119,122,82,84,63,55,36,25,15,28,17,11,5
Nantes,52,73,90,110,122,114,131,136,148,141,135,134,116,123,86,70,83,73,33,30
Rennes,3,9,13,17,29,44,56,77,71,93,110,108,112,143,157,159,206,196,197,200
Sochaux,48,68,94,120,107,133,130,133,124,163,138,114,123,112,99,84,61,69,51,29
