Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Wolfsburg,52,125,191,227,290,273,263,195,187,97,30,35,17,9,7,1,0,1,0,0
Dortmund,22,72,137,187,218,260,286,273,229,116,72,49,30,21,11,12,3,2,0,0
Hertha,0,0,0,4,7,19,27,72,132,201,232,248,212,203,190,176,164,113,0,0
Hoffenheim,7,38,74,123,165,212,266,309,279,189,117,79,55,32,18,21,11,5,0,0
Mainz,0,0,5,2,2,12,26,56,77,136,198,199,238,219,214,222,206,188,0,0
Nurnberg,0,0,0,4,11,12,27,53,123,160,204,208,237,194,242,197,179,149,0,0
Werder Bremen,175,495,396,302,207,163,114,76,47,14,5,5,1,0,0,0,0,0,0,0
Bochum,0,0,0,1,4,5,14,28,40,86,111,140,185,207,233,276,296,374,0,0
Freiburg,0,0,0,1,3,4,15,34,52,98,173,166,164,234,226,219,261,350,0,0
Bayern Munich,1453,322,118,49,31,16,6,4,1,0,0,0,0,0,0,0,0,0,0,0
Ein Frankfurt,0,1,6,7,11,18,40,66,141,211,207,227,230,200,202,175,130,128,0,0
FC Koln,0,0,1,0,3,10,15,32,72,134,137,161,196,225,227,251,266,270,0,0
Hamburg,41,192,240,265,264,262,256,197,115,75,46,20,17,6,2,1,1,0,0,0
Hannover,0,0,1,1,9,8,16,46,70,152,169,201,188,216,217,222,241,243,0,0
Leverkusen,137,401,367,305,265,218,120,105,39,27,12,2,1,1,0,0,0,0,0,0
Stuttgart,30,116,169,206,247,249,272,248,219,107,61,38,16,11,7,3,1,0,0,0
M'gladbach,0,0,0,4,8,10,31,45,89,136,200,202,209,221,203,224,241,177,0,0
Schalke 04,83,238,295,312,255,249,206,161,88,61,26,20,4,1,1,0,0,0,0,0
