Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Chievo,0,0,1,2,2,5,15,34,55,80,111,136,154,164,180,190,226,242,252,151
Roma,249,475,450,323,214,138,65,42,22,13,5,3,1,0,0,0,0,0,0,0
Atalanta,0,0,0,4,5,20,47,66,103,118,107,152,151,199,188,220,202,198,156,64
Cesena,0,0,0,0,0,0,0,2,1,4,4,13,16,21,41,62,108,183,377,1168
Genoa,0,1,9,12,35,46,108,164,163,186,186,191,175,170,149,139,114,75,61,16
Milan,12,43,114,163,236,350,321,265,156,110,79,48,37,29,23,9,0,4,1,0
Palermo,1,1,3,15,21,54,85,128,169,196,208,196,184,180,142,139,120,85,48,25
Sassuolo,0,0,1,1,9,12,29,53,94,113,140,153,178,165,210,214,200,181,166,81
Torino,3,4,23,53,90,134,247,249,257,189,185,153,135,83,61,58,41,16,14,5
Udinese,0,0,7,6,18,46,63,95,136,153,187,194,208,196,189,135,147,121,73,26
Empoli,0,0,1,3,18,31,57,100,116,177,183,189,174,179,179,177,152,128,94,42
Juventus,1252,440,169,77,42,10,7,3,0,0,0,0,0,0,0,0,0,0,0,0
Cagliari,0,0,1,3,3,12,28,71,78,127,146,149,185,198,208,198,197,179,164,53
Fiorentina,42,147,271,339,314,295,232,121,110,45,44,19,7,5,6,0,3,0,0,0
Inter,42,146,248,294,369,311,228,157,89,47,29,18,11,5,1,2,1,1,1,0
Lazio,75,209,282,349,354,276,177,102,74,51,28,14,4,1,1,1,1,1,0,0
Napoli,323,530,401,311,201,112,58,31,11,15,3,3,1,0,0,0,0,0,0,0
Parma,0,0,0,0,0,2,12,12,31,38,61,97,106,143,167,187,241,334,343,226
Sampdoria,1,4,19,42,64,131,201,258,274,245,177,140,124,91,74,62,40,27,21,5
Verona,0,0,0,3,5,15,20,47,61,93,117,132,149,171,181,207,207,225,229,138
