Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Bordeaux,190,199,184,223,176,171,167,134,100,113,79,85,55,37,33,24,24,6,0,0
Bastia,16,27,33,50,61,91,125,113,126,146,141,153,173,161,172,166,136,110,0,0
Lens,471,347,282,184,162,123,98,70,74,52,40,34,15,18,11,13,5,1,0,0
Lorient,2,1,13,19,43,47,57,78,85,94,110,142,168,163,196,208,239,335,0,0
Monaco,64,88,92,127,151,147,152,161,161,139,126,132,103,94,88,78,56,41,0,0
Montpellier,7,15,23,37,45,62,83,87,88,115,142,127,180,172,195,177,211,234,0,0
Paris SG,354,302,275,214,187,145,126,101,73,63,54,32,27,20,13,3,10,1,0,0
Rennes,4,16,33,42,60,66,76,93,109,129,142,153,189,185,175,194,170,164,0,0
Troyes,24,42,72,99,100,140,137,154,160,153,145,156,141,129,126,92,72,58,0,0
Marseille,55,79,99,123,145,130,144,146,144,144,135,130,124,110,86,89,79,38,0,0
Auxerre,195,232,230,204,176,168,127,131,113,93,96,71,57,42,31,18,12,4,0,0
Guingamp,4,6,15,19,36,39,64,60,70,98,117,118,148,200,195,251,265,295,0,0
Lille,151,158,182,178,168,146,171,142,146,119,101,98,57,62,45,32,33,11,0,0
Lyon,377,328,263,214,174,157,116,93,85,62,37,27,22,14,12,12,6,1,0,0
Metz,3,10,15,23,30,56,53,83,84,116,116,146,133,176,203,202,265,286,0,0
Nantes,54,93,110,138,138,148,134,138,147,111,149,115,128,89,98,85,72,53,0,0
Sochaux,13,36,51,60,75,90,90,111,121,112,141,143,145,164,148,168,158,174,0,0
Sedan,16,21,28,46,73,74,80,105,114,141,129,138,135,164,173,188,187,188,0,0
