Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Milan,930,634,256,110,40,16,11,2,1,0,0,0,0,0,0,0,0,0,0,0
Cesena,0,0,0,0,1,0,4,8,14,17,26,34,44,82,97,146,206,297,416,608
Catania,0,0,8,18,38,67,90,112,162,172,160,161,166,170,156,178,131,100,77,34
Chievo,0,0,2,3,17,16,49,76,75,110,135,158,179,177,217,194,190,178,128,96
Fiorentina,4,14,43,76,140,183,261,249,225,188,153,116,96,76,56,53,35,20,8,4
Genoa,0,4,12,25,58,98,131,206,198,192,191,169,155,142,115,110,78,58,46,12
Juventus,801,669,288,142,57,22,10,7,2,2,0,0,0,0,0,0,0,0,0,0
Lecce,0,0,0,1,2,1,17,22,44,43,82,92,123,156,178,210,243,269,277,240
Palermo,0,1,10,9,34,55,106,127,183,174,183,201,193,164,143,124,130,82,56,25
Roma,23,104,241,323,370,292,212,139,103,60,51,28,28,9,7,6,2,2,0,0
Cagliari,0,1,5,9,27,44,81,104,162,164,176,166,207,183,155,139,141,100,75,61
Inter,124,248,443,412,296,205,116,75,43,21,9,4,2,0,1,1,0,0,0,0
Atalanta,0,2,2,6,25,49,77,120,116,167,197,180,184,196,161,149,124,122,82,41
Bologna,0,0,0,0,7,10,19,32,64,85,86,136,160,174,193,195,232,243,215,149
Lazio,8,38,109,197,236,283,259,239,151,137,105,95,44,33,25,21,9,8,2,1
Napoli,98,233,435,401,296,222,129,70,48,23,18,11,7,4,2,3,0,0,0,0
Parma,0,1,6,19,35,69,96,112,139,172,189,168,163,168,178,144,123,108,82,28
Siena,0,0,0,7,14,50,65,91,109,154,156,182,170,166,188,186,163,126,115,58
Udinese,12,51,140,242,306,316,266,202,154,101,54,57,36,24,22,8,2,3,3,1
Novara,0,0,0,0,1,2,1,7,7,18,29,42,43,76,106,133,191,284,418,642
