Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Juventus,218,383,474,559,246,69,29,16,5,0,1,0,0,0,0,0,0,0,0,0
Lazio,0,3,10,33,111,257,286,231,203,170,139,133,92,75,71,60,55,32,26,13
Fiorentina,6,64,158,301,694,326,172,111,69,47,17,9,17,4,3,2,0,0,0,0
Genoa,0,0,1,6,35,81,89,131,133,172,165,152,186,157,141,134,123,122,101,71
Inter,974,537,291,158,35,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Napoli,0,0,3,12,52,137,166,157,179,184,179,150,130,175,132,125,75,69,43,32
Palermo,0,3,9,50,149,246,286,248,206,184,136,134,89,60,64,38,36,32,22,8
Parma,0,0,2,7,37,81,97,118,146,161,165,173,179,161,146,126,134,103,104,60
Reggina,0,0,0,1,1,15,29,44,46,75,82,110,138,150,147,158,211,268,255,270
Siena,0,0,0,2,7,15,21,35,56,70,97,108,114,136,195,210,199,253,242,240
Empoli,0,0,1,0,5,27,35,59,82,97,114,102,139,163,178,210,198,161,221,208
Atalanta,0,0,0,8,25,67,87,125,113,127,165,168,171,153,166,156,146,138,106,79
Cagliari,0,0,0,0,2,22,32,47,54,80,92,119,117,138,174,176,191,223,242,291
Catania,0,0,0,0,12,24,40,54,82,86,104,131,132,171,176,176,202,193,210,207
Livorno,0,0,0,0,0,12,16,22,37,55,56,87,119,120,118,172,209,226,315,436
Roma,296,451,578,438,176,33,17,7,1,0,1,1,1,0,0,0,0,0,0,0
Sampdoria,0,3,10,47,139,251,242,235,196,160,130,124,108,90,81,63,46,40,26,9
Torino,0,0,2,8,33,80,116,131,159,162,187,174,162,159,140,133,125,103,66,60
Udinese,0,4,7,33,140,217,230,227,231,170,170,125,105,88,68,61,50,37,21,16
Milan,506,552,454,337,101,37,9,2,1,0,0,0,1,0,0,0,0,0,0,0
