Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Dortmund,266,481,331,276,200,133,95,80,46,33,22,10,10,6,7,1,3,0,0,0
Cottbus,0,0,0,3,3,11,15,15,25,42,58,88,119,151,200,270,374,626,0,0
M'gladbach,1,13,22,41,37,60,76,110,125,133,158,173,162,191,176,185,184,153,0,0
Nurnberg,0,3,8,10,13,29,41,68,85,86,132,148,160,190,221,258,287,261,0,0
Schalke 04,119,313,258,279,223,190,171,118,79,59,62,40,30,26,15,11,5,2,0,0
Stuttgart,48,154,210,187,219,197,191,174,154,116,102,79,57,53,32,15,8,4,0,0
Bielefeld,1,7,15,27,43,64,76,90,125,125,147,171,171,176,217,198,181,166,0,0
Hamburg,21,84,140,150,153,166,182,192,161,160,149,118,93,78,65,44,32,12,0,0
Munich 1860,9,37,82,98,125,149,156,159,170,188,146,152,113,134,100,81,72,29,0,0
Bayern Munich,1370,340,153,64,32,12,13,9,3,3,0,0,1,0,0,0,0,0,0,0
Bochum,2,11,19,27,49,79,85,89,126,134,165,155,207,180,188,191,158,135,0,0
Hannover,0,5,10,18,15,29,40,64,86,103,110,150,179,180,224,241,269,277,0,0
Hansa Rostock,3,8,15,31,40,43,60,93,96,119,132,169,197,204,174,222,212,182,0,0
Hertha,69,181,244,257,237,199,164,132,121,110,83,51,54,39,24,18,9,8,0,0
Kaiserslautern,8,36,55,98,99,122,133,131,149,184,165,153,123,139,140,110,82,73,0,0
Leverkusen,28,118,168,154,197,199,204,162,167,141,109,89,94,64,42,29,24,11,0,0
Werder Bremen,49,169,204,206,208,189,173,194,133,99,97,77,78,44,24,23,19,14,0,0
Wolfsburg,6,40,66,74,107,129,125,120,149,165,163,177,152,145,151,103,81,47,0,0
