Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Paris SG,181,374,297,222,206,159,125,109,85,82,53,44,20,14,11,6,8,1,3,0
Lille,50,159,187,210,204,211,183,145,144,108,108,83,56,50,38,22,14,16,8,4
Marseille,96,283,238,241,222,170,163,126,125,82,74,47,43,31,19,19,14,3,4,0
Nancy,0,10,9,26,29,63,55,66,68,111,97,126,139,148,165,150,198,158,202,180
Nantes,1,15,21,48,48,80,92,120,123,119,147,150,155,146,134,140,122,144,122,73
Nice,4,16,38,52,72,72,113,112,135,130,142,147,145,168,134,139,120,123,75,63
Sochaux,4,12,6,32,50,50,74,83,92,101,123,149,163,152,175,166,146,173,143,106
St Etienne,8,27,51,91,107,109,130,169,159,157,137,133,155,128,109,97,82,69,50,32
Strasbourg,0,1,2,9,15,11,24,42,58,88,115,120,120,135,181,165,218,213,231,252
Le Mans,1,11,28,24,41,61,70,86,98,136,126,139,166,165,148,174,146,161,127,92
Ajaccio,0,0,3,8,12,27,19,40,44,70,85,99,100,117,157,199,233,214,281,292
Bordeaux,57,170,247,227,232,199,160,148,133,91,86,60,60,43,37,21,12,9,7,1
Lens,50,122,169,194,179,173,182,161,162,141,97,89,70,76,50,28,23,10,17,7
Metz,0,0,0,3,5,10,20,22,43,42,68,93,100,122,139,185,205,231,278,434
Monaco,88,260,264,242,206,181,178,123,94,87,77,52,41,34,26,16,17,9,4,1
Toulouse,1,9,20,25,34,54,63,71,103,109,117,133,153,167,176,175,173,161,146,110
Troyes,1,3,4,5,14,21,32,35,52,70,93,95,118,133,146,182,189,230,252,325
Lyon,1384,321,145,63,39,22,9,6,3,3,3,1,0,1,0,0,0,0,0,0
Rennes,9,53,86,101,99,123,121,168,136,162,159,155,128,110,99,99,68,62,39,23
Auxerre,65,154,185,177,186,204,187,168,143,111,93,85,68,60,56,17,12,13,11,5
