Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Lille,0,2,0,0,1,1,0,1,1,1,0,1,2,0,0,0,0,0,0,0
Bastia,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,3
Marseille,0,2,1,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Montpellier,0,0,0,1,1,0,0,3,1,0,1,1,0,1,0,0,0,1,0,0
Nantes,0,0,0,0,2,1,0,0,1,0,2,0,0,0,2,1,0,0,1,0
Nice,0,0,0,0,1,0,0,0,2,0,1,0,2,1,2,0,0,1,0,0
Troyes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2
Bordeaux,0,0,1,0,0,1,2,1,2,0,1,1,0,1,0,0,0,0,0,0
Lyon,0,2,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toulouse,0,0,1,0,0,1,2,1,0,1,0,2,1,0,0,0,0,0,1,0
Monaco,0,4,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Angers,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,3,2,0,1,1
Caen,0,0,0,0,0,1,1,0,1,0,1,0,1,1,2,0,0,1,0,1
Guingamp,0,0,0,0,0,0,0,2,0,1,1,1,0,2,1,1,0,0,1,0
Rennes,0,0,0,0,1,0,3,0,0,2,0,2,0,0,1,0,0,0,0,1
St Etienne,0,0,0,1,2,1,1,0,1,2,0,0,0,0,0,1,0,1,0,0
Lorient,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,4,0,0,0
Paris SG,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reims,0,0,0,0,0,0,0,1,0,2,2,0,1,2,0,0,1,0,1,0
Ajaccio GFCO,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,2,1,1,2
