Teams,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
Lille,7,13,26,49,48,79,100,117,139,147,153,151,141,139,136,141,106,130,100,78
Auxerre,98,159,207,244,219,217,190,150,116,86,84,65,42,40,27,24,17,6,6,3
Guingamp,1,5,9,27,23,47,54,76,78,112,99,131,121,142,146,174,187,188,187,193
Lens,10,42,58,97,102,127,148,141,148,161,135,142,119,130,97,99,94,58,54,38
Metz,3,3,5,14,19,34,41,62,71,83,111,123,141,157,158,166,197,194,209,209
Monaco,731,461,302,176,132,66,41,34,21,14,10,0,6,4,2,0,0,0,0,0
Montpellier,1,7,8,9,17,31,42,57,80,93,124,131,138,172,169,176,171,182,179,213
Paris SG,303,355,336,274,216,147,115,74,66,28,30,13,17,11,5,3,3,1,2,1
Sochaux,49,103,131,160,186,205,179,174,158,133,104,106,92,64,52,35,31,17,15,6
Toulouse,2,6,8,14,29,43,49,62,71,80,111,150,148,143,165,161,166,197,218,177
Marseille,121,228,249,243,241,193,154,128,115,78,60,55,49,26,25,15,9,6,2,3
Bastia,2,13,18,30,53,62,84,98,117,151,131,174,147,155,178,147,129,115,115,81
Bordeaux,36,64,115,155,179,168,169,179,167,148,130,104,99,83,48,59,46,36,13,2
Le Mans,0,0,1,1,9,11,23,28,32,49,63,75,82,100,153,158,218,261,308,428
Lyon,579,438,331,215,152,118,48,50,22,22,9,3,4,3,5,1,0,0,0,0
Nantes,40,58,102,144,159,158,191,179,168,128,126,96,98,94,62,66,54,30,30,17
Nice,9,28,48,80,89,119,160,142,147,162,160,122,135,130,118,95,73,85,54,44
Rennes,0,7,19,24,49,75,94,95,110,126,137,117,156,155,150,143,147,143,146,107
Strasbourg,7,7,21,30,63,75,78,98,110,106,133,130,143,129,136,182,136,150,134,132
Ajaccio,1,3,6,14,15,25,40,56,64,93,90,112,122,123,168,155,216,201,228,268
