,Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,HO,AO,OddH,OddD,OddA,Margin,ProbH,ProbD,ProbA
5754,2001-2002,E0,2002-03-16,Southampton,Leicester,2.0,2.0,D,1.0,2.0,A,"Dean, M. L",9.0,6.0,5.0,4.0,15.0,13.0,0.0,3.0,0.0,0.0,1.0,10.0,1.47,3.6,6.5,0.03729868015582305,0.6429734286877143,0.24047909762195474,0.1165474736903308
5755,2001-2002,E0,2002-03-16,West Ham,Man United,3.0,5.0,A,2.0,2.0,D,"Halsey, M. R.",10.0,14.0,3.0,9.0,13.0,8.0,2.0,2.0,0.0,0.0,1.0,2.0,5.1,3.4,1.6,0.038398692810457526,0.15767973856209153,0.255718954248366,0.5866013071895425
5756,2001-2002,E0,2002-03-17,Aston Villa,Arsenal,1.0,2.0,A,1.0,0.0,H,"Dunn, S. W.",8.0,6.0,3.0,3.0,10.0,12.0,1.0,2.0,0.0,0.0,0.0,5.0,3.35,3.1,2.0,0.04036270261595246,0.25814476007061465,0.28221794254533783,0.4596372973840475
5757,2001-2002,E0,2002-03-17,Leeds,Blackburn,3.0,1.0,H,2.0,0.0,H,"Poll, G.",18.0,15.0,8.0,8.0,15.0,16.0,2.0,1.0,0.0,0.0,3.0,0.0,1.54,3.45,5.65,0.03873229075229845,0.6106183585983509,0.2511227817114697,0.13825885969017943
5758,2001-2002,E0,2002-03-18,Tottenham,Charlton,0.0,1.0,A,0.0,0.0,D,"Winter, J. T.",13.0,10.0,5.0,4.0,5.0,13.0,1.0,0.0,0.0,0.0,0.0,3.0,1.9,3.1,3.7,0.039722234968414906,0.48659355450526925,0.2828584101928754,0.23054803530185533
5759,2001-2002,E0,2002-03-23,Charlton,Bolton,1.0,2.0,A,0.0,2.0,A,"Foy, C. J.",6.0,6.0,4.0,4.0,15.0,17.0,1.0,2.0,0.0,0.0,5.0,6.0,1.78,3.25,4.05,0.03880121358273669,0.5229965392262521,0.268891094109571,0.2081123666641769
5760,2001-2002,E0,2002-03-23,Derby,Everton,3.0,4.0,A,0.0,1.0,A,"Barry, N. S.",12.0,8.0,4.0,7.0,12.0,21.0,2.0,3.0,0.0,0.0,6.0,9.0,2.0,3.2,3.3,0.038510101010100994,0.461489898989899,0.273989898989899,0.26452020202020204
5761,2001-2002,E0,2002-03-23,Ipswich,Aston Villa,0.0,0.0,D,0.0,0.0,D,"Pugh, D.",13.0,6.0,3.0,2.0,15.0,12.0,1.0,2.0,0.0,0.0,4.0,3.0,2.27,3.1,2.85,0.03799549083499332,0.40253314352624014,0.284585154326297,0.3128817021474628
5762,2001-2002,E0,2002-03-23,Leicester,Leeds,0.0,2.0,A,0.0,2.0,A,"Dunn, S. W.",11.0,12.0,5.0,8.0,12.0,10.0,2.0,2.0,0.0,0.0,0.0,0.0,5.5,3.6,1.52,0.039163565479354956,0.14265461633882687,0.23861421229842283,0.6187311713627504
5763,2001-2002,E0,2002-03-23,Man United,Middlesbrough,0.0,1.0,A,0.0,1.0,A,"Bennett, S. G.",18.0,5.0,4.0,3.0,9.0,11.0,4.0,2.0,0.0,0.0,3.0,1.0,1.21,5.0,11.0,0.03911845730027549,0.78732782369146,0.16088154269972452,0.051790633608815424
5764,2001-2002,E0,2002-03-23,Sunderland,Southampton,1.0,1.0,D,0.0,0.0,D,"Messias, M. D.",10.0,14.0,7.0,8.0,10.0,14.0,2.0,3.0,0.0,0.0,5.0,0.0,1.92,3.15,3.65,0.03742208451112564,0.4834112488222077,0.2800382329491918,0.23655051822860038
5765,2001-2002,E0,2002-03-24,Fulham,Tottenham,0.0,2.0,A,0.0,2.0,A,"Durkin, P. A.",9.0,11.0,3.0,4.0,16.0,13.0,2.0,2.0,0.0,0.0,1.0,1.0,2.15,3.15,2.95,0.04051988245918081,0.4245963966105866,0.27694043500113663,0.2984631683882768
5766,2001-2002,E0,2002-03-24,Liverpool,Chelsea,1.0,0.0,H,0.0,0.0,D,"Halsey, M. R.",8.0,10.0,4.0,1.0,17.0,13.0,1.0,1.0,0.0,0.0,11.0,1.0,1.86,3.15,3.85,0.038278328600909184,0.4993560800012413,0.27918198885940826,0.22146193113935053
5767,2001-2002,E0,2002-03-29,Newcastle,Everton,6.0,2.0,H,2.0,2.0,D,"Poll, G.",18.0,7.0,9.0,4.0,5.0,8.0,0.0,3.0,0.0,0.0,1.0,0.0,1.58,3.4,5.2,0.03977891059052633,0.5931324818145369,0.2543387364682972,0.15252878171716597
5768,2001-2002,E0,2002-03-30,Arsenal,Sunderland,3.0,0.0,H,3.0,0.0,H,"Durkin, P. A.",13.0,13.0,10.0,5.0,8.0,17.0,0.0,3.0,0.0,0.0,5.0,6.0,1.26,4.7,9.0,0.039175954069571084,0.7544748395812225,0.17359000337723743,0.07193515704154002
5769,2001-2002,E0,2002-03-30,Bolton,Aston Villa,3.0,2.0,H,2.0,2.0,D,"Styles, R.",9.0,9.0,6.0,3.0,16.0,13.0,3.0,1.0,0.0,0.0,8.0,3.0,2.3,3.1,2.8,0.03816870366659993,0.3966139050290523,0.2844119414946904,0.31897415347625724
5770,2001-2002,E0,2002-03-30,Chelsea,Derby,2.0,1.0,H,0.0,0.0,D,"Dean, M. L",13.0,2.0,6.0,1.0,13.0,10.0,3.0,4.0,0.0,0.0,6.0,9.0,1.35,4.1,7.8,0.037616102656753046,0.7031246380839876,0.2062863363676372,0.09058902554837517
5771,2001-2002,E0,2002-03-30,Leeds,Man United,3.0,4.0,A,1.0,3.0,A,"Elleray, D. R.",16.0,13.0,11.0,7.0,10.0,9.0,1.0,2.0,0.0,0.0,3.0,1.0,2.9,3.15,2.2,0.0389444527375562,0.3058831334693404,0.27851586472276124,0.41560100180789833
5772,2001-2002,E0,2002-03-30,Leicester,Blackburn,2.0,1.0,H,1.0,0.0,H,"Barber, G. P.",9.0,12.0,6.0,4.0,12.0,24.0,0.0,1.0,0.0,0.0,3.0,0.0,3.25,3.15,2.05,0.03765250106713521,0.2700398066251725,0.27980781639318225,0.45015237698164534
5773,2001-2002,E0,2002-03-30,Liverpool,Charlton,2.0,0.0,H,2.0,0.0,H,"Gallagher, D. J.",14.0,6.0,8.0,1.0,6.0,10.0,1.0,2.0,0.0,0.0,4.0,8.0,1.3,4.5,8.0,0.03881766381766383,0.7304131054131053,0.18340455840455838,0.08618233618233617
5774,2001-2002,E0,2002-03-30,Middlesbrough,Tottenham,1.0,1.0,D,0.0,1.0,A,"Dowd, P.",8.0,10.0,3.0,6.0,9.0,16.0,0.0,3.0,0.0,0.0,3.0,1.0,2.2,3.15,2.9,0.0389444527375562,0.41560100180789833,0.27851586472276124,0.3058831334693404
5775,2001-2002,E0,2002-03-30,Southampton,Fulham,1.0,1.0,D,1.0,1.0,D,"Winter, J. T.",11.0,7.0,6.0,2.0,12.0,17.0,1.0,1.0,0.0,0.0,5.0,3.0,2.05,3.1,3.25,0.03935927696745948,0.44844560108132103,0.2832213681938308,0.2683330307248482
5776,2001-2002,E0,2002-03-30,West Ham,Ipswich,3.0,1.0,H,1.0,0.0,H,"Wiley, A. G.",18.0,12.0,11.0,5.0,9.0,13.0,0.0,2.0,0.0,0.0,4.0,2.0,1.82,3.25,3.9,0.03785103785103786,0.5115995115995116,0.2698412698412698,0.2185592185592186
5777,2001-2002,E0,2002-04-01,Blackburn,Southampton,2.0,0.0,H,2.0,0.0,H,"Wilkes, C. R.",7.0,5.0,4.0,2.0,10.0,13.0,0.0,1.0,0.0,0.0,7.0,4.0,1.84,3.25,3.7,0.040480279610714355,0.5029979812588509,0.26721202808159333,0.22978999065955588
5778,2001-2002,E0,2002-04-01,Charlton,Arsenal,0.0,3.0,A,0.0,3.0,A,"D'Urso, A. P.",5.0,12.0,5.0,8.0,7.0,15.0,2.0,2.0,0.0,0.0,3.0,0.0,5.4,3.5,1.55,0.03868692040735048,0.1464982647778347,0.24702736530693523,0.6064743699152302
5779,2001-2002,E0,2002-04-01,Derby,Middlesbrough,0.0,1.0,A,0.0,1.0,A,"Durkin, P. A.",7.0,6.0,4.0,1.0,14.0,17.0,1.0,0.0,0.0,0.0,2.0,9.0,2.08,3.2,3.1,0.0386166253101737,0.44215260545905705,0.2738833746898263,0.28396401985111663
5780,2001-2002,E0,2002-04-01,Everton,Bolton,3.0,1.0,H,1.0,0.0,H,"Bennett, S. G.",10.0,12.0,5.0,3.0,8.0,11.0,1.0,1.0,1.0,1.0,5.0,1.0,1.87,3.2,3.75,0.03797534165181219,0.49678401663695776,0.2745246583481878,0.22869132501485448
5781,2001-2002,E0,2002-04-01,Fulham,West Ham,0.0,1.0,A,0.0,1.0,A,"Halsey, M. R.",10.0,3.0,2.0,2.0,10.0,12.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,3.15,3.35,0.038655926715628196,0.4613440732843718,0.27880439074468927,0.25985153597093896
5782,2001-2002,E0,2002-04-01,Ipswich,Chelsea,0.0,0.0,D,0.0,0.0,D,"Wolstenholme, E. K.",9.0,7.0,5.0,2.0,6.0,9.0,0.0,0.0,0.0,0.0,4.0,8.0,3.12,3.2,2.07,0.03870153598414472,0.28181128452867577,0.2737984640158553,0.44439025145546884
5783,2001-2002,E0,2002-04-01,Sunderland,Leicester,2.0,1.0,H,2.0,1.0,H,"Barry, N. S.",12.0,9.0,9.0,7.0,12.0,11.0,3.0,2.0,0.0,0.0,1.0,5.0,1.5,3.6,6.0,0.037037037037037056,0.6296296296296295,0.24074074074074073,0.1296296296296296
5784,2001-2002,E0,2002-04-01,Tottenham,Leeds,2.0,1.0,H,2.0,0.0,H,"Rennie, U. D.",8.0,17.0,5.0,8.0,15.0,12.0,2.0,0.0,0.0,0.0,3.0,1.0,2.85,3.2,2.2,0.039307549175970236,0.3115696438064859,0.27319245082402976,0.4152379053694843
5785,2001-2002,E0,2002-04-02,Aston Villa,Newcastle,1.0,1.0,D,1.0,1.0,D,"Dunn, S. W.",16.0,6.0,7.0,1.0,12.0,15.0,0.0,0.0,0.0,0.0,4.0,5.0,2.7,3.2,2.32,0.03796828437633034,0.33240208599404003,0.2745317156236697,0.3930661983822904
5786,2001-2002,E0,2002-04-06,Arsenal,Tottenham,2.0,1.0,H,1.0,0.0,H,"Halsey, M. R.",13.0,2.0,5.0,2.0,15.0,17.0,1.0,4.0,0.0,0.0,1.0,5.0,1.5,3.6,5.8,0.03895274584929753,0.6277139208173691,0.23882503192848026,0.13346104725415076
5787,2001-2002,E0,2002-04-06,Bolton,Ipswich,4.0,1.0,H,4.0,0.0,H,"Winter, J. T.",9.0,9.0,5.0,4.0,9.0,11.0,0.0,0.0,0.0,0.0,3.0,1.0,2.02,3.2,3.25,0.03841393754760092,0.4566355674028941,0.2740860624523991,0.2692783701447068
5788,2001-2002,E0,2002-04-06,Chelsea,Everton,3.0,0.0,H,2.0,0.0,H,"Elleray, D. R.",19.0,12.0,8.0,6.0,6.0,10.0,0.0,1.0,0.0,0.0,1.0,3.0,1.4,3.9,6.8,0.03925159807512749,0.6750341162105868,0.21715865833512896,0.10780722545428428
5789,2001-2002,E0,2002-04-06,Leicester,Man United,0.0,1.0,A,0.0,0.0,D,"D'Urso, A. P.",13.0,13.0,3.0,4.0,13.0,8.0,1.0,1.0,0.0,0.0,1.0,2.0,10.0,4.6,1.25,0.03913043478260869,0.060869565217391314,0.17826086956521742,0.7608695652173914
5790,2001-2002,E0,2002-04-06,Middlesbrough,Aston Villa,2.0,1.0,H,1.0,0.0,H,"Barber, G. P.",7.0,12.0,3.0,9.0,9.0,15.0,0.0,0.0,0.0,0.0,10.0,6.0,2.15,3.05,3.1,0.03852192556335806,0.4265943535064094,0.2893469268956584,0.2840587195979323
5791,2001-2002,E0,2002-04-06,Southampton,Derby,2.0,0.0,H,1.0,0.0,H,"Bennett, S. G.",10.0,8.0,5.0,3.0,10.0,9.0,1.0,0.0,0.0,0.0,3.0,1.0,1.84,3.3,3.7,0.03892627805671278,0.5045519828128524,0.26410402497359026,0.23134399221355745
5792,2001-2002,E0,2002-04-06,West Ham,Charlton,2.0,0.0,H,2.0,0.0,H,"Riley, M. A.",11.0,18.0,4.0,8.0,7.0,9.0,1.0,4.0,0.0,0.0,4.0,2.0,1.86,3.2,3.75,0.03893369175627237,0.49870071684587813,0.27356630824372763,0.2277329749103943
5793,2001-2002,E0,2002-04-07,Leeds,Sunderland,2.0,0.0,H,1.0,0.0,H,"Jones, P.",14.0,8.0,7.0,0.0,18.0,14.0,2.0,1.0,0.0,0.0,12.0,2.0,1.4,3.9,6.8,0.03925159807512749,0.6750341162105868,0.21715865833512896,0.10780722545428428
5794,2001-2002,E0,2002-04-08,Newcastle,Fulham,1.0,1.0,D,1.0,0.0,H,"Wiley, A. G.",7.0,5.0,4.0,3.0,16.0,10.0,1.0,0.0,0.0,0.0,6.0,4.0,1.45,3.7,6.35,0.03913525254823106,0.6505199198655621,0.23113501772203918,0.11834506241239887
5795,2001-2002,E0,2002-04-10,Blackburn,Chelsea,0.0,0.0,D,0.0,0.0,D,"Dunn, S. W.",15.0,8.0,7.0,2.0,7.0,13.0,0.0,0.0,0.0,0.0,4.0,1.0,2.8,3.3,2.2,0.03823953823953826,0.3189033189033189,0.2647907647907648,0.4163059163059163
5796,2001-2002,E0,2002-04-13,Aston Villa,Leeds,0.0,1.0,A,0.0,1.0,A,"Knight, B.",10.0,5.0,5.0,2.0,16.0,18.0,2.0,3.0,0.0,0.0,2.0,11.0,2.77,3.1,2.33,0.03759200828080774,0.32341882204410205,0.2849886368804826,0.39159254107541547
5797,2001-2002,E0,2002-04-13,Charlton,Southampton,1.0,1.0,D,1.0,0.0,H,"Dowd, P.",8.0,10.0,5.0,6.0,21.0,12.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,3.15,3.4,0.03719265483971368,0.4628073451602863,0.28026766262060376,0.25692499221910986
5798,2001-2002,E0,2002-04-13,Derby,Newcastle,2.0,3.0,A,0.0,0.0,D,"Styles, R.",6.0,15.0,2.0,9.0,13.0,11.0,3.0,1.0,0.0,0.0,2.0,9.0,3.5,3.25,1.91,0.038988934276892394,0.2467253514373933,0.26870337341541534,0.4845712751471914
5799,2001-2002,E0,2002-04-13,Everton,Leicester,2.0,2.0,D,0.0,2.0,A,"Rennie, U. D.",16.0,6.0,8.0,2.0,15.0,6.0,1.0,1.0,0.0,0.0,3.0,5.0,1.41,3.8,6.9,0.03910176304158486,0.6701180951144435,0.22405613169525723,0.1058257731902992
5800,2001-2002,E0,2002-04-13,Sunderland,Liverpool,0.0,1.0,A,0.0,0.0,D,"Gallagher, D. J.",10.0,10.0,5.0,5.0,10.0,11.0,1.0,2.0,1.0,0.0,2.0,13.0,4.3,3.3,1.75,0.03567233799791936,0.19688580153696436,0.2673579650323837,0.535756233430652
5801,2001-2002,E0,2002-04-13,Tottenham,West Ham,1.0,1.0,D,0.0,0.0,D,"Barry, N. S.",16.0,12.0,6.0,5.0,11.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,1.91,3.25,3.5,0.038988934276892394,0.4845712751471914,0.26870337341541534,0.2467253514373933
5802,2001-2002,E0,2002-04-20,Bolton,Tottenham,1.0,1.0,D,0.0,1.0,A,"Messias, M. D.",13.0,10.0,6.0,4.0,13.0,15.0,1.0,3.0,0.0,0.0,2.0,4.0,2.2,3.0,3.05,0.038582546779268125,0.4159629077661864,0.29475078655406517,0.2892863056797483
5803,2001-2002,E0,2002-04-20,Chelsea,Man United,0.0,3.0,A,0.0,2.0,A,"Barber, G. P.",7.0,6.0,2.0,5.0,9.0,6.0,4.0,1.0,0.0,0.0,3.0,8.0,2.65,3.1,2.36,0.04122264976221671,0.33613584080382103,0.2813579953990736,0.38250616379710534
5804,2001-2002,E0,2002-04-20,Leeds,Fulham,0.0,1.0,A,0.0,0.0,D,"Styles, R.",9.0,7.0,4.0,4.0,12.0,16.0,2.0,3.0,0.0,0.0,4.0,1.0,1.45,3.8,6.2,0.03803446324376014,0.651620709170033,0.22512343149308195,0.12325585933688502
5805,2001-2002,E0,2002-04-20,Leicester,Aston Villa,2.0,2.0,D,1.0,2.0,A,"Poll, G.",10.0,16.0,7.0,11.0,11.0,15.0,1.0,0.0,0.0,0.0,3.0,0.0,2.95,3.1,2.22,0.037338048819732794,0.3016450020277248,0.2852425963415575,0.4131124016307176
5806,2001-2002,E0,2002-04-20,Liverpool,Derby,2.0,0.0,H,1.0,0.0,H,"Riley, M. A.",13.0,4.0,5.0,1.0,8.0,16.0,0.0,3.0,0.0,0.0,6.0,3.0,1.22,5.5,9.0,0.03753380802561135,0.7821383231219297,0.14428437379257048,0.07357730308549976
5807,2001-2002,E0,2002-04-20,Middlesbrough,Blackburn,1.0,3.0,A,0.0,1.0,A,"Barry, N. S.",8.0,9.0,2.0,5.0,15.0,21.0,3.0,3.0,1.0,0.0,3.0,1.0,2.1,3.15,3.1,0.03874381293736132,0.4374466632531148,0.2787165045229561,0.28383683222392897
5808,2001-2002,E0,2002-04-20,Newcastle,Charlton,3.0,0.0,H,1.0,0.0,H,"Dean, M. L",12.0,4.0,8.0,1.0,12.0,9.0,1.0,2.0,0.0,0.0,0.0,2.0,1.36,4.0,7.6,0.0389576883384933,0.6963364293085654,0.2110423116615067,0.09262125902992774
5809,2001-2002,E0,2002-04-20,Southampton,Everton,0.0,1.0,A,0.0,1.0,A,"Halsey, M. R.",6.0,7.0,0.0,5.0,13.0,18.0,2.0,0.0,0.0,0.0,4.0,4.0,1.92,3.15,3.6,0.0386904761904762,0.48214285714285715,0.2787698412698412,0.2390873015873016
5810,2001-2002,E0,2002-04-20,West Ham,Sunderland,3.0,0.0,H,1.0,0.0,H,"Bennett, S. G.",16.0,10.0,7.0,5.0,8.0,9.0,3.0,2.0,0.0,0.0,4.0,2.0,1.73,3.3,4.3,0.03787437488203723,0.5401603071988876,0.26515592814826583,0.19468376465284648
5811,2001-2002,E0,2002-04-21,Arsenal,Ipswich,2.0,0.0,H,0.0,0.0,D,"Wiley, A. G.",20.0,7.0,8.0,2.0,9.0,9.0,1.0,0.0,0.0,0.0,3.0,0.0,1.2,5.25,11.0,0.038239538239538184,0.7950937950937952,0.15223665223665228,0.05266955266955273
5812,2001-2002,E0,2002-04-23,Blackburn,Newcastle,2.0,2.0,D,1.0,0.0,H,"Rennie, U. D.",12.0,21.0,5.0,9.0,15.0,11.0,0.0,2.0,0.0,0.0,0.0,3.0,2.53,3.0,2.6,0.03773521164825514,0.3575217053477923,0.29559812168507815,0.3468801729671294
5813,2001-2002,E0,2002-04-23,Fulham,Bolton,3.0,0.0,H,1.0,0.0,H,"Durkin, P. A.",12.0,7.0,7.0,2.0,5.0,9.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,3.0,3.55,0.03834115805946792,0.4616588419405321,0.2949921752738654,0.24334898278560252
5814,2001-2002,E0,2002-04-24,Arsenal,West Ham,2.0,0.0,H,0.0,0.0,D,"Dunn, S. W.",20.0,5.0,9.0,1.0,12.0,13.0,2.0,2.0,0.0,0.0,1.0,4.0,1.25,4.65,10.0,0.03835125448028679,0.7616487455197133,0.1767025089605734,0.061648745519713215
5815,2001-2002,E0,2002-04-24,Ipswich,Middlesbrough,1.0,0.0,H,0.0,0.0,D,"D'Urso, A. P.",17.0,13.0,7.0,4.0,13.0,13.0,0.0,2.0,0.0,0.0,4.0,2.0,1.7,3.5,4.1,0.03928400628544101,0.548951287832206,0.24643027942884468,0.20461843273894925
5816,2001-2002,E0,2002-04-27,Aston Villa,Southampton,2.0,1.0,H,2.0,0.0,H,"Elleray, D. R.",8.0,7.0,5.0,3.0,11.0,8.0,2.0,1.0,0.0,0.0,3.0,7.0,1.87,3.15,3.8,0.038459190161976485,0.4963001681267935,0.279001127298341,0.2246987045748656
5817,2001-2002,E0,2002-04-27,Charlton,Sunderland,2.0,2.0,D,1.0,2.0,A,"Wolstenholme, E. K.",11.0,6.0,7.0,3.0,16.0,13.0,2.0,3.0,0.0,0.0,3.0,4.0,2.35,3.15,2.65,0.040116907639990686,0.3854150072536263,0.27734340982032674,0.33724158292604706
5818,2001-2002,E0,2002-04-27,Derby,Leeds,0.0,1.0,A,0.0,1.0,A,"Poll, G.",9.0,10.0,1.0,4.0,12.0,19.0,2.0,0.0,0.0,0.0,3.0,10.0,3.75,3.4,1.8,0.03877995642701526,0.2278867102396514,0.2553376906318083,0.5167755991285403
5819,2001-2002,E0,2002-04-27,Fulham,Leicester,0.0,0.0,D,0.0,0.0,D,"Yates, N",9.0,4.0,2.0,2.0,12.0,15.0,3.0,4.0,0.0,0.0,3.0,2.0,1.45,3.5,7.0,0.03940886699507392,0.6502463054187192,0.24630541871921177,0.10344827586206892
5820,2001-2002,E0,2002-04-27,Ipswich,Man United,0.0,1.0,A,0.0,1.0,A,"Styles, R.",12.0,16.0,4.0,8.0,11.0,10.0,2.0,0.0,0.0,0.0,3.0,3.0,6.0,4.25,1.4,0.03874883286647993,0.12791783380018673,0.1965452847805789,0.6755368814192344
5821,2001-2002,E0,2002-04-27,Middlesbrough,Chelsea,0.0,2.0,A,0.0,2.0,A,"Knight, B.",10.0,14.0,2.0,8.0,11.0,13.0,3.0,1.0,0.0,0.0,7.0,7.0,2.72,3.1,2.35,0.038586539626145555,0.3290605191973838,0.28399410553514476,0.38694537526747147
5822,2001-2002,E0,2002-04-27,Newcastle,West Ham,3.0,1.0,H,1.0,1.0,D,"Durkin, P. A.",16.0,11.0,5.0,5.0,10.0,8.0,1.0,2.0,0.0,0.0,4.0,4.0,1.5,3.7,5.7,0.03745851114272162,0.629208155523945,0.23281175912754862,0.13798008534850645
5823,2001-2002,E0,2002-04-27,Tottenham,Liverpool,1.0,0.0,H,1.0,0.0,H,"Jones, P.",11.0,11.0,5.0,7.0,9.0,11.0,1.0,1.0,0.0,0.0,6.0,2.0,4.0,3.4,1.75,0.038515406162464995,0.211484593837535,0.2556022408963585,0.5329131652661064
5824,2001-2002,E0,2002-04-28,Everton,Blackburn,1.0,2.0,A,0.0,1.0,A,"Winter, J. T.",10.0,14.0,4.0,6.0,12.0,9.0,2.0,2.0,0.0,0.0,3.0,7.0,2.25,3.1,2.85,0.039300760862730266,0.40514368358171415,0.28327988429856005,0.31157643211972585
5825,2001-2002,E0,2002-04-29,Bolton,Arsenal,0.0,2.0,A,0.0,2.0,A,"Gallagher, D. J.",7.0,8.0,1.0,4.0,10.0,8.0,0.0,0.0,0.0,0.0,2.0,6.0,7.5,3.9,1.37,0.03989019901428659,0.09344313431904674,0.21652005739596986,0.6900368082849835
5826,2001-2002,E0,2002-05-08,Liverpool,Blackburn,4.0,3.0,H,2.0,1.0,H,"Wiley, A. G.",15.0,9.0,7.0,7.0,9.0,12.0,1.0,1.0,0.0,0.0,3.0,3.0,1.3,4.65,7.65,0.03833449563999847,0.7308962735907707,0.17671926780086172,0.09238445860836755
5827,2001-2002,E0,2002-05-08,Man United,Arsenal,0.0,1.0,A,0.0,0.0,D,"Durkin, P. A.",9.0,5.0,3.0,2.0,21.0,16.0,4.0,2.0,0.0,0.0,1.0,2.0,2.0,3.1,3.4,0.03889943074003795,0.46110056925996207,0.2836812144212524,0.2552182163187856
5828,2001-2002,E0,2002-05-11,Arsenal,Everton,4.0,3.0,H,2.0,2.0,D,"Halsey, M. R.",17.0,14.0,6.0,6.0,7.0,5.0,0.0,0.0,0.0,0.0,4.0,3.0,1.27,4.8,8.5,0.037793988986670746,0.7496075858164788,0.1705393443466626,0.07985306983685866
5829,2001-2002,E0,2002-05-11,Blackburn,Fulham,3.0,0.0,H,0.0,0.0,D,"Foy, C. J.",17.0,6.0,13.0,2.0,13.0,7.0,3.0,0.0,0.0,0.0,2.0,0.0,1.9,3.25,3.55,0.038566079337020755,0.4877497101366634,0.26912622835528693,0.2431240615080497
5830,2001-2002,E0,2002-05-11,Chelsea,Aston Villa,1.0,3.0,A,0.0,1.0,A,"Bennett, S. G.",15.0,15.0,6.0,11.0,14.0,18.0,0.0,1.0,0.0,0.0,7.0,5.0,1.6,3.4,5.0,0.03970588235294118,0.5852941176470589,0.25441176470588234,0.16029411764705884
5831,2001-2002,E0,2002-05-11,Leeds,Middlesbrough,1.0,0.0,H,0.0,0.0,D,"Rennie, U. D.",19.0,7.0,5.0,3.0,13.0,15.0,2.0,0.0,0.0,0.0,3.0,3.0,1.57,3.45,5.1,0.040958726331850936,0.5959839488273847,0.2488963461319172,0.1551197050406981
5832,2001-2002,E0,2002-05-11,Leicester,Tottenham,2.0,1.0,H,0.0,0.0,D,"Elleray, D. R.",10.0,13.0,6.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,1.0,1.0,2.85,3.15,2.25,0.03759398496240599,0.3132832080200501,0.27986633249791143,0.4068504594820384
5833,2001-2002,E0,2002-05-11,Liverpool,Ipswich,5.0,0.0,H,2.0,0.0,H,"Dunn, S. W.",15.0,7.0,8.0,2.0,13.0,5.0,0.0,0.0,0.0,0.0,2.0,2.0,1.3,4.6,7.8,0.03827573392790784,0.7309550353028613,0.17911557041991827,0.08992939427722038
5834,2001-2002,E0,2002-05-11,Man United,Charlton,0.0,0.0,D,0.0,0.0,D,"Poll, G.",13.0,11.0,6.0,6.0,8.0,7.0,2.0,0.0,0.0,0.0,1.0,3.0,1.22,5.1,10.0,0.03858352084003003,0.781088610307511,0.15749491053251902,0.06141647915996998
5835,2001-2002,E0,2002-05-11,Southampton,Newcastle,3.0,1.0,H,2.0,0.0,H,"D'Urso, A. P.",7.0,16.0,3.0,8.0,15.0,11.0,0.0,1.0,1.0,0.0,3.0,5.0,2.75,3.15,2.3,0.03862642993077777,0.3250099337055859,0.2788338875295397,0.39615617876487447
5836,2001-2002,E0,2002-05-11,Sunderland,Derby,1.0,1.0,D,1.0,0.0,H,"Wiley, A. G.",26.0,5.0,12.0,3.0,11.0,14.0,0.0,1.0,0.0,0.0,6.0,5.0,1.45,3.6,6.7,0.03889556051161813,0.650759611902175,0.23888221726615966,0.11035817083166544
5837,2001-2002,E0,2002-05-11,West Ham,Bolton,2.0,1.0,H,1.0,0.0,H,"Dean, M. L",17.0,10.0,10.0,4.0,9.0,13.0,2.0,1.0,0.0,0.0,3.0,6.0,1.6,3.5,4.85,0.038966617574865005,0.586033382425135,0.2467476681394207,0.1672189494354443
10786,2002-2003,E0,2002-08-17,Blackburn,Sunderland,0.0,0.0,D,0.0,0.0,D,D Elleray,15.0,7.0,5.0,3.0,14.0,11.0,1.0,2.0,0.0,0.0,,,1.727,3.25,4.333,0.03917269563524569,0.5398660999640594,0.26851961205706204,0.19161428797887844
10787,2002-2003,E0,2002-08-17,Charlton,Chelsea,2.0,3.0,A,2.0,1.0,H,G Barber,5.0,21.0,5.0,12.0,10.0,12.0,0.0,3.0,1.0,0.0,,,2.8,3.25,2.2,0.039793539793539834,0.3173493173493173,0.2678987678987679,0.4147519147519147
10788,2002-2003,E0,2002-08-17,Everton,Tottenham,2.0,2.0,D,1.0,0.0,H,N Barry,13.0,10.0,9.0,5.0,18.0,4.0,1.0,1.0,0.0,0.0,,,2.25,3.25,2.75,0.03859103859103863,0.4058534058534058,0.2691012691012691,0.325045325045325
10789,2002-2003,E0,2002-08-17,Fulham,Bolton,4.0,1.0,H,3.0,1.0,H,A Wiley,13.0,3.0,6.0,1.0,16.0,12.0,1.0,2.0,0.0,0.0,,,1.727,3.25,4.333,0.03917269563524569,0.5398660999640594,0.26851961205706204,0.19161428797887844
10790,2002-2003,E0,2002-08-17,Leeds,Man City,3.0,0.0,H,2.0,0.0,H,G Poll,13.0,18.0,8.0,10.0,13.0,13.0,1.0,1.0,0.0,0.0,,,1.667,3.4,4.5,0.03873996442541561,0.5611400595697853,0.25537768263340793,0.1834822577968066
